ID	Year	Areal_a	Q_a	Makva_a	Mjordbr_a	Mbefolkn_a	Mind_a	Mnatur_a	Msum_a	Mantropog_a	C_a	Status_a	Mfjell_a	Mskog_a	Minnsjo_a	Mbebygd_a	Komnr	Mspredt_a	Mtett_a
002.AA7	2015	439.96	6.69	0	8.271	1.751	0	2.292	12.314	10.022	58.37	5	0	2.077	0.215	0.123	128	1.304	0.325
002.AA8	2015	438.87	6.673	0	8.222	1.744	0	2.283	12.249	9.966	58.206	5	0	2.069	0.215	0.123	125	1.296	0.325
002.AAA	2015	54.78	0.949	0	1.959	0.356	0	0.418	2.733	2.316	91.326	5	0	0.395	0.023	0.019	125	0.337	0
002.AAB	2015	7.18	0.131	0	0	0	0	0.037	0.037	0	8.962	2	0	0.023	0.014	0	125	0	0
002.AB0	2015	378.62	5.636	0	5.963	1.322	0	1.815	9.1	7.284	51.196	5	0	1.624	0.192	0.089	128	0.908	0.325
002.ABA	2015	132.55	1.938	0	2.827	0.472	0	0.68	3.979	3.299	65.104	5	0	0.611	0.068	0.011	128	0.431	0.03
002.ABB	2015	95.66	1.383	0	1.61	0.246	0	0.493	2.348	1.855	53.823	5	0	0.407	0.085	0	128	0.246	0
002.ABC	2015	51.27	0.716	0	0.474	0.072	0	0.195	0.741	0.546	32.832	4	0	0.151	0.044	0	128	0.072	0
002.ABD	2015	40.63	0.567	0	0.193	0.029	0	0.168	0.39	0.222	21.784	4	0	0.11	0.057	0	128	0.029	0
002.ABE	2015	25.23	0.352	0	0.059	0.009	0	0.105	0.173	0.068	15.568	3	0	0.071	0.035	0	128	0.009	0
002.AC0	2015	225.51	3.389	0	2.518	0.397	0	1.009	3.924	2.915	36.718	4	0	0.886	0.123	0.002	128	0.382	0.013
002.ACA	2015	56.32	0.887	0	0.238	0.036	0	0.235	0.51	0.275	18.22	3	0	0.192	0.043	0	128	0.036	0
002.ACB	2015	37.5	0.604	0	0	0	0	0.153	0.153	0	8.045	2	0	0.11	0.043	0	128	0	0
002.AD0	2015	121.86	1.79	0	0.953	0.156	0	0.483	1.591	1.109	28.185	4	0	0.404	0.079	0	128	0.143	0.013
002.ADA	2015	35.36	0.532	0	0.091	0.014	0	0.12	0.226	0.105	13.463	3	0	0.101	0.019	0	128	0.014	0
002.ADB	2015	6.92	0.104	0	0	0	0	0.04	0.04	0	12.197	3	0	0.018	0.022	0	119	0	0
002.AE	2015	47.24	0.71	0	0.123	0.016	0	0.183	0.322	0.139	14.393	3	0	0.145	0.038	0	119	0.016	0
002.B11	2015	40977.36	743.395	0	130.437	48.308	0.27	79.007	258.022	179.015	11.006	3	18.847	46.716	13.444	6.923	125	23.654	17.732
002.B12	2015	40946.37	742.896	0	128.841	48.135	0.27	78.683	255.929	177.246	10.924	2	18.846	46.547	13.29	6.917	124	23.486	17.732
002.B1A0	2015	235.62	4.294	0	4.778	1.44	0	1.352	7.57	6.219	55.905	5	0.004	1.252	0.095	0.166	125	0.875	0.4
002.B1AZ	2015	34.57	0.631	0	0.777	0.134	0	0.206	1.116	0.91	56.086	5	0	0.204	0.003	0	125	0.134	0
002.B1B	2015	142.78	2.536	0	2.225	0.446	0	0.756	3.427	2.671	42.842	4	0.001	0.662	0.093	0.01	125	0.436	0
002.B1C	2015	76.79	1.402	0	1.367	0.294	0	0.4	2.061	1.661	46.605	4	0.001	0.358	0.041	0.006	122	0.288	0
002.B1D	2015	38.49	0.744	0	0.841	0.186	0	0.244	1.27	1.027	54.133	5	0.001	0.226	0.017	0.009	122	0.177	0
002.B2	2015	40670.78	737.829	0	121.608	46.485	0.27	77.04	245.404	168.364	10.547	2	18.843	45.029	13.168	6.728	127	22.425	17.332
002.B3	2015	40632.01	737.163	0	119.245	46.158	0.27	76.646	242.318	165.672	10.424	2	18.842	44.79	13.013	6.728	124	22.098	17.332
002.B4	2015	40612.56	736.787	0	118.597	43.658	0.27	76.494	239.019	162.526	10.287	2	18.842	44.666	12.986	6.568	123	22.018	15.072
002.B5	2015	40583.97	736.265	0	117.719	43.507	0.27	76.279	237.775	161.496	10.241	2	18.842	44.475	12.962	6.568	124	21.866	15.072
002.B61	2015	40562.26	735.845	0	117.036	43.301	0.27	76.109	236.717	160.607	10.201	2	18.841	44.337	12.932	6.447	123	21.782	15.072
002.B62	2015	40520.3	735.034	0	116.044	43.075	0.27	75.848	235.237	159.389	10.148	2	18.841	44.084	12.924	6.393	123	21.611	15.072
002.B6A	2015	44.93	0.904	0	0.643	0.127	0	0.213	0.984	0.77	34.507	4	0	0.152	0.062	0.018	123	0.109	0
002.B6B	2015	28.51	0.551	0	0.202	0.029	0	0.317	0.548	0.231	31.527	4	0	0.099	0.218	0	229	0.029	0
002.B7	2015	40470.67	734.039	0	115.276	42.927	0.27	75.593	234.066	158.473	10.111	2	18.84	43.904	12.849	6.375	124	21.48	15.072
002.B8	2015	40456.1	733.742	0	114.853	42.873	0.27	75.479	233.474	157.996	10.09	2	18.839	43.807	12.832	6.375	123	21.428	15.07
002.C11	2015	40443.16	733.464	0	114.582	42.826	0.27	75.39	233.069	157.678	10.076	2	18.839	43.73	12.822	6.375	122	21.381	15.07
002.C12	2015	40389.19	732.363	0	125.21	46.976	0.3	83.232	255.719	172.487	11.072	3	20.931	48.16	14.142	7.031	122	23.314	16.632
002.C2	2015	40363	731.856	0	124.429	46.807	0.3	82.868	254.403	171.535	11.023	3	20.931	48.008	13.929	7.025	229	23.149	16.632
002.C3	2015	40351.45	731.645	0	124.331	46.789	0.3	82.696	254.115	171.42	11.013	3	20.931	47.973	13.792	7.025	227	23.135	16.628
002.C40	2015	40320.85	731.021	0	123.822	46.66	0.3	82.431	253.213	170.782	10.984	2	20.93	47.817	13.684	7.025	229	23.006	16.628
002.C4A	2015	68.83	1.479	0	0.812	0.13	0	0.456	1.398	0.942	29.959	4	0	0.32	0.137	0.014	229	0.116	0
002.C4B	2015	53.11	1.159	0	0.326	0.059	0	0.322	0.707	0.385	19.357	3	0	0.213	0.109	0.012	229	0.047	0
002.C4C	2015	36.55	0.785	0	0	0	0	0.221	0.221	0	8.912	2	0	0.111	0.109	0	229	0	0
002.C4D	2015	8.49	0.182	0	0	0	0	0.063	0.063	0	10.911	2	0	0.03	0.033	0	229	0	0
002.C5	2015	40223.65	728.993	0	122.308	46.43	0.3	81.554	250.592	169.038	10.9	2	20.93	47.353	13.271	7.012	227	22.79	16.628
002.C6	2015	40151.09	727.59	0	121.814	46.29	0.3	80.809	249.213	168.404	10.861	2	20.93	47.096	12.783	7.006	229	22.665	16.619
002.C7	2015	40117.68	726.944	0	121.414	46.076	0.3	80.308	248.097	167.79	10.822	2	20.93	46.982	12.395	6.956	227	22.608	16.511
002.C8	2015	40096.6	726.605	0	121.111	45.999	0.3	79.97	247.381	167.41	10.796	2	20.928	46.913	12.13	6.956	228	22.532	16.511
002.CA0	2015	1182.44	29.628	0	29.567	13.502	0.2	7.028	50.297	43.269	53.832	5	0.44	5.341	1.247	2.964	227	3.364	7.174
002.CAA0	2015	660.82	14.279	0	21.969	4.843	0	3.659	30.47	26.811	67.664	5	0.213	3.04	0.405	1.197	226	2.633	1.013
002.CAAA0	2015	114.2	2.562	0	4.33	0.826	0	0.761	5.917	5.156	73.243	5	0	0.678	0.084	0.108	234	0.658	0.06
002.CAAAZ	2015	25.33	0.49	0	0.678	0.11	0	0.135	0.924	0.789	59.816	5	0	0.129	0.006	0.007	234	0.103	0
002.CAAB	2015	50.82	1.091	0	0.231	0.134	0	0.285	0.65	0.365	18.878	3	0	0.207	0.078	0.039	234	0.035	0.06
002.CAAC	2015	25.34	0.599	0	0	0	0	0.174	0.174	0	9.235	2	0	0.104	0.07	0	238	0	0
002.CAB1	2015	490.2	10.445	0	13.41	3.083	0	2.455	18.948	16.493	57.523	5	0.205	1.946	0.305	0.749	235	1.38	0.953
002.CAB2	2015	394.08	8.484	0	6.285	1.328	0	1.736	9.349	7.613	34.945	4	0.201	1.246	0.289	0.066	238	1.2	0.063
002.CABA	2015	66.55	1.389	0	0.239	0.046	0	0.316	0.6	0.284	13.704	3	0.003	0.243	0.071	0	238	0.046	0
002.CABB	2015	15.96	0.411	0	0	0	0	0.117	0.117	0	9.032	2	0.004	0.066	0.048	0	238	0	0
002.CAC	2015	277.64	6.022	0	2.109	0.427	0	1.007	3.543	2.536	18.654	3	0.195	0.6	0.212	0.025	238	0.402	0
002.CAD1	2015	119.15	2.618	0	0.003	0	0	0.262	0.265	0.003	3.209	1	0.009	0.119	0.134	0	533	0	0
002.CAD2	2015	118.34	2.605	0	0.004	0	0	0.354	0.358	0.004	4.358	1	0.013	0.166	0.175	0	533	0	0
002.CAD3	2015	111.72	2.484	0	0.004	0	0	0.31	0.314	0.004	4.014	1	0.011	0.147	0.152	0	533	0	0
002.CAD4	2015	107.45	2.406	0	0.006	0	0	0.419	0.425	0.006	5.603	1	0.017	0.202	0.201	0	533	0	0
002.CAD5	2015	93.88	2.144	0	0	0	0	0.347	0.347	0	5.129	1	0.017	0.154	0.176	0	534	0	0
002.CAD6	2015	70.49	1.667	0	0	0	0	0.309	0.309	0	5.886	1	0.027	0.14	0.143	0	534	0	0
002.CAE1	2015	48.34	1.191	0	0	0	0	0.192	0.192	0	5.111	1	0.027	0.069	0.097	0	534	0	0
002.CAE2	2015	46.26	1.148	0	0	0	0	0.22	0.22	0	6.083	1	0.032	0.075	0.113	0	534	0	0
002.CAE3	2015	38.2	0.966	0	0	0	0	0.182	0.182	0	5.961	1	0.032	0.047	0.103	0	534	0	0
002.CAE4	2015	26.09	0.667	0	0	0	0	0.127	0.127	0	6.044	1	0.054	0.019	0.054	0	534	0	0
002.CAE5	2015	24.48	0.631	0	0	0	0	0.104	0.104	0	5.217	1	0.054	0.016	0.034	0	534	0	0
002.CAE6	2015	10.36	0.267	0	0	0	0	0.069	0.069	0	8.228	2	0.001	0.038	0.031	0	534	0	0
002.CB0	2015	485.39	14.648	0	6.432	8.208	0.2	2.926	17.766	14.84	38.459	4	0.224	2.144	0.558	1.664	231	0.591	5.953
002.CBA0	2015	108.76	2.372	0	1.383	0.816	0	0.447	2.645	2.198	35.367	4	0.002	0.34	0.105	0.721	230	0.094	0
002.CBAA	2015	54.53	1.171	0	0.967	0.12	0	0.286	1.373	1.087	37.164	4	0.001	0.213	0.072	0.084	230	0.036	0
002.CBAB	2015	28.31	0.608	0	0	0	0	0.193	0.193	0	10.089	2	0	0.105	0.089	0	230	0	0
002.CBB1	2015	39.11	0.86	0	0.117	0.326	0	0.108	0.55	0.442	20.302	4	0.001	0.079	0.028	0.278	231	0.048	0
002.CBB2	2015	34.72	0.761	0	0.115	0.281	0	0.114	0.509	0.395	21.211	4	0.001	0.081	0.032	0.275	230	0.006	0
002.CBB3	2015	31.92	0.7	0	0.065	0.162	0	0.107	0.334	0.227	15.111	3	0.001	0.076	0.03	0.158	301	0.004	0
002.CBB4	2015	25.86	0.557	0	0.052	0.102	0	0.083	0.238	0.155	13.523	3	0	0.055	0.028	0.101	230	0.002	0
002.CBB5	2015	20.3	0.438	0	0	0	0	0.066	0.066	0	4.754	1	0	0.038	0.028	0	301	0	0
002.CBB6	2015	18.1	0.388	0	0	0	0	0.124	0.124	0	10.1	2	0	0.067	0.057	0	230	0	0
002.CBC	2015	17.48	0.375	0	0	0	0	0.12	0.12	0	10.099	2	0	0.065	0.055	0	230	0	0
002.CC0	2015	367.46	12.079	0	4.948	2.13	0	2.463	9.541	7.078	25.048	4	0.22	1.79	0.453	0.614	233	0.324	1.193
002.CCZ	2015	27.1	0.961	0	0.049	0.071	0	0.206	0.326	0.119	10.759	2	0	0.167	0.04	0.068	233	0.003	0
002.CD10	2015	259.51	9.121	0	1.74	0.969	0	1.75	4.458	2.709	15.499	3	0.213	1.144	0.392	0.102	233	0.114	0.753
002.CD1A	2015	13.93	0.664	0	0.059	0.004	0	0.152	0.214	0.063	10.242	2	0.016	0.098	0.038	0	233	0.004	0
002.CD1B	2015	11.07	0.547	0	0	0	0	0.128	0.128	0	7.413	2	0.016	0.074	0.038	0	238	0	0
002.CD2	2015	203.94	7.071	0	0.486	0.868	0	1.271	2.625	1.354	11.771	3	0.195	0.749	0.327	0.083	233	0.032	0.753
002.CDA	2015	21.19	0.812	0	0.021	0.001	0	0.227	0.249	0.022	9.724	2	0	0.135	0.092	0	233	0.001	0
002.CDB	2015	14.14	0.547	0	0	0	0	0.169	0.169	0	9.809	2	0	0.086	0.083	0	301	0	0
002.CE0	2015	159.65	5.466	0	0.045	0.081	0	0.89	1.015	0.125	5.889	1	0.192	0.463	0.234	0	233	0.003	0.078
002.CEA1	2015	47.64	1.709	0	0	0	0	0.298	0.298	0	5.529	1	0.021	0.17	0.108	0	533	0	0
002.CEA21	2015	46.34	1.673	0	0	0	0	0.404	0.404	0	7.666	2	0.029	0.236	0.14	0	233	0	0
002.CEA22	2015	38.64	1.383	0	0	0	0	0.346	0.346	0	7.926	2	0	0.218	0.128	0	533	0	0
002.CEA2A	2015	5.89	0.231	0	0	0	0	0.056	0.056	0	7.705	2	0	0.044	0.012	0	533	0	0
002.CEA2B	2015	2.28	0.096	0	0	0	0	0.03	0.03	0	10.126	2	0	0.018	0.012	0	533	0	0
002.CEA3	2015	31.96	1.128	0	0	0	0	0.281	0.281	0	7.9	2	0	0.17	0.111	0	533	0	0
002.CEA4	2015	24.39	0.884	0	0	0	0	0.219	0.219	0	7.867	2	0	0.124	0.095	0	533	0	0
002.CEA5	2015	23.11	0.844	0	0	0	0	0.212	0.212	0	7.956	2	0	0.117	0.095	0	533	0	0
002.CEA60	2015	21.5	0.783	0	0	0	0	0.24	0.24	0	9.709	2	0	0.128	0.111	0	533	0	0
002.CEA6A	2015	4.41	0.178	0	0	0	0	0.04	0.04	0	7.107	2	0	0.034	0.006	0	533	0	0
002.CEA6B	2015	3.44	0.144	0	0	0	0	0.032	0.032	0	7.079	2	0	0.027	0.005	0	533	0	0
002.CEB	2015	16.31	0.578	0	0	0	0	0.194	0.194	0	10.644	2	0	0.09	0.104	0	533	0	0
002.CF0	2015	89.78	2.921	0	0	0.097	0	0.615	0.712	0.097	7.732	2	0.164	0.279	0.172	0	533	0	0.097
002.CFZ	2015	39.76	1.281	0	0	0.097	0	0.178	0.275	0.097	6.803	1	0.157	0.004	0.017	0	533	0	0.097
002.CG	2015	35.95	1.216	0	0	0	0	0.299	0.299	0	7.799	2	0.003	0.211	0.085	0	533	0	0
002.CH	2015	18.2	0.626	0	0	0	0	0.178	0.178	0	9.001	2	0.003	0.1	0.075	0	533	0	0
002.D1	2015	38873.46	696.19	0	91.219	32.344	0.1	72.427	196.09	123.663	8.931	2	20.486	41.438	10.503	3.973	227	19.055	9.315
002.D21	2015	38831.38	695.377	0	90.011	31.954	0.1	72.049	194.114	122.065	8.852	2	20.486	41.244	10.319	3.863	227	18.91	9.18
002.D22	2015	38816.42	695.071	0	89.538	31.837	0.1	71.885	193.36	121.475	8.821	2	20.486	41.174	10.225	3.808	226	18.854	9.175
002.D2Z	2015	207.43	4.901	0	16.111	0.572	0	1.742	18.424	16.682	119.198	5	0.001	1.717	0.024	0.163	235	0.409	0
002.D31	2015	38605.66	690.106	0	73.103	31.219	0.1	70.092	174.514	104.422	8.019	2	20.485	39.43	10.177	3.645	226	18.399	9.175
002.D32	2015	38595.51	689.91	0	72.724	31.158	0.1	70.029	174.01	103.981	7.998	2	20.485	39.373	10.171	3.637	226	18.346	9.175
002.D3Z	2015	129.85	2.371	0	4.551	0.667	0	0.78	5.998	5.218	80.228	5	0	0.7	0.08	0.009	226	0.64	0.019
002.D4	2015	38460.88	687.451	0	67.817	30.423	0.1	69.193	167.533	98.34	7.728	2	20.485	38.639	10.069	3.611	226	17.656	9.156
002.D5	2015	38454.41	687.333	0	67.417	30.362	0.1	69.121	167	97.879	7.704	2	20.485	38.597	10.039	3.606	236	17.599	9.156
002.D6	2015	38384	686.577	0	63.12	29.326	0.1	68.549	161.094	92.545	7.44	2	20.485	38.183	9.881	3.408	236	17.076	8.841
002.DA1	2015	17547.54	354.876	0	26.168	15.863	0	20.404	62.435	42.031	5.579	1	5.178	9.891	5.335	1.632	236	8.335	5.896
002.DA2	2015	17529.86	354.686	0	24.504	15.635	0	20.214	60.353	40.139	5.396	1	5.178	9.747	5.288	1.607	236	8.132	5.896
002.DA3	2015	17504.8	354.39	0	22.196	15.348	0	19.964	57.508	37.544	5.146	1	5.178	9.543	5.243	1.601	236	7.851	5.896
002.DA4	2015	17490.81	354.225	0	21.279	15.235	0	19.851	56.364	36.514	5.046	1	5.178	9.453	5.219	1.599	236	7.74	5.896
002.DA51	2015	17474.37	354.013	0	20.587	15.15	0	19.743	55.48	35.737	4.97	1	5.178	9.37	5.195	1.599	236	7.656	5.896
002.DA52	2015	17463.69	353.887	0	20.289	15.114	0	19.685	55.088	35.403	4.936	1	5.178	9.328	5.179	1.599	237	7.619	5.896
002.DA5Z	2015	57.79	0.807	0	0.253	0.095	0	0.217	0.564	0.347	22.168	4	0	0.163	0.053	0.015	237	0.079	0
002.DA6	2015	17404.1	353.059	0	19.9	14.964	0	19.449	54.312	34.863	4.878	1	5.178	9.152	5.119	1.571	237	7.497	5.896
002.DAA111	2015	715.42	12.155	0	6.535	6.515	0	2.158	15.208	13.05	39.673	4	0.11	1.159	0.889	0.409	237	2.102	4.004
002.DAA112	2015	715.21	12.153	0	6.532	6.513	0	2.157	15.202	13.045	39.665	4	0.11	1.158	0.888	0.408	528	2.101	4.004
002.DAA12	2015	712.34	12.119	0	6.241	6.415	0	2.127	14.784	12.657	38.683	4	0.11	1.133	0.884	0.408	528	2.003	4.004
002.DAA1Z	2015	30.01	0.387	0	1.467	0.518	0	0.18	2.166	1.985	177.554	5	0	0.165	0.015	0.021	528	0.497	0
002.DAA211	2015	681.37	11.721	0	4.669	5.859	0	1.937	12.465	10.528	33.724	4	0.11	0.959	0.868	0.384	528	1.471	4.004
002.DAA212	2015	681.11	11.718	0	4.669	1.85	0	1.935	8.454	6.52	22.879	4	0.11	0.959	0.866	0.376	528	1.471	0.004
002.DAA22	2015	676.55	11.664	0	4.375	1.745	0	1.902	8.023	6.12	21.811	4	0.109	0.93	0.863	0.37	528	1.371	0.004
002.DAA2Z	2015	82.44	1.151	0	2.358	1.051	0	0.394	3.803	3.409	104.773	5	0.005	0.343	0.046	0.253	528	0.798	0
002.DAA31	2015	593.17	10.502	0	1.889	0.65	0	1.497	4.036	2.539	12.187	3	0.105	0.576	0.817	0.117	528	0.529	0.004
002.DAA32	2015	592.71	10.497	0	1.865	0.634	0	1.494	3.993	2.499	12.063	3	0.105	0.574	0.816	0.109	528	0.521	0.004
002.DAA41	2015	588.22	10.439	0	1.593	0.528	0	1.465	3.586	2.121	10.893	2	0.104	0.547	0.814	0.095	528	0.429	0.004
002.DAA42	2015	585.92	10.412	0	1.452	0.44	0	1.451	3.343	1.892	10.18	2	0.104	0.535	0.812	0.055	528	0.381	0.004
002.DAB1	2015	579.46	10.328	0	0.915	0.221	0	1.399	2.535	1.136	7.782	2	0.103	0.487	0.808	0.017	528	0.2	0.004
002.DAB20	2015	555.32	10.069	0	2.473	0.596	0	2.752	5.821	3.069	18.333	3	0.279	1.24	1.233	0.046	238	0.539	0.011
002.DAB2A	2015	78.71	1.697	0	0.006	0.004	0	0.261	0.271	0.01	5.059	1	0.059	0.112	0.09	0.002	239	0.002	0
002.DAB2B	2015	55.08	1.215	0	0	0	0	0.373	0.373	0	9.734	2	0.11	0.076	0.187	0	534	0	0
002.DAB2C	2015	14.93	0.353	0	0	0	0	0.091	0.091	0	8.205	2	0.002	0.061	0.029	0	534	0	0
002.DAB3	2015	399.39	7.293	0	1.2	0.333	0	1.855	3.387	1.532	14.728	3	0.221	0.875	0.76	0.026	239	0.296	0.011
002.DAB4	2015	367.95	6.854	0	1.124	0.31	0	1.557	2.99	1.433	13.834	3	0.221	0.804	0.533	0.026	239	0.273	0.011
002.DAB9	2015	341.79	6.433	0	0.909	0.241	0	1.301	2.451	1.15	12.08	3	0.221	0.727	0.353	0.022	239	0.207	0.011
002.DABA	2015	144.38	2.896	0	0.208	0.063	0	0.5	0.771	0.271	8.44	2	0.039	0.341	0.12	0	239	0.063	0
002.DABB	2015	97.67	1.993	0	0	0	0	0.444	0.444	0	7.057	2	0.059	0.262	0.123	0	239	0	0
002.DABC	2015	61.95	1.264	0	0	0	0	0.238	0.238	0	5.981	1	0.04	0.155	0.043	0	239	0	0
002.DAC10	2015	195.72	3.521	0	0.669	0.159	0	0.769	1.597	0.828	14.383	3	0.182	0.382	0.204	0.013	239	0.135	0.011
002.DAC1A	2015	70.97	1.328	0	0.046	0.001	0	0.31	0.356	0.047	8.508	2	0.075	0.111	0.124	0	520	0.001	0
002.DAC1B	2015	24	0.47	0	0	0	0	0.183	0.183	0	12.345	3	0.002	0.079	0.102	0	520	0	0
002.DAC1C	2015	14.89	0.304	0	0	0	0	0.081	0.081	0	8.455	2	0	0.057	0.024	0	520	0	0
002.DAC2	2015	114.01	2.031	0	0.432	0.09	0	0.415	0.937	0.522	14.628	3	0.107	0.23	0.078	0.003	239	0.076	0.011
002.DAC3	2015	107.95	1.947	0	0.298	0.035	0	0.389	0.723	0.334	11.772	3	0.107	0.206	0.075	0	520	0.035	0
002.DAC4	2015	70.46	1.262	0	0.108	0.033	0	0.224	0.365	0.141	9.175	2	0.009	0.167	0.048	0	239	0.033	0
002.DAD	2015	54.53	0.937	0	0	0	0	0.157	0.157	0	5.301	1	0.002	0.106	0.048	0	520	0	0
002.DAE	2015	37.21	0.639	0	0	0	0	0.115	0.115	0	5.7	1	0	0.1	0.015	0	520	0	0
002.DB1	2015	16676.92	340.765	0	13.187	8.389	0	17.223	38.799	21.576	3.61	1	5.068	7.958	4.197	1.158	237	5.339	1.892
002.DB20	2015	16661.63	340.584	0	12.167	7.998	0	17.087	37.253	20.165	3.468	1	5.068	7.862	4.157	1.088	237	5.018	1.892
002.DB2A	2015	30.32	0.483	0	0.495	0.169	0	0.125	0.788	0.663	51.762	5	0	0.095	0.029	0.013	237	0.156	0
002.DB2B	2015	12.58	0.216	0	0	0	0	0.1	0.1	0	14.718	3	0	0.035	0.066	0	239	0	0
002.DB31	2015	16617.97	339.943	0	10.778	7.521	0	16.831	35.13	18.299	3.277	1	5.068	7.683	4.08	1.048	237	4.582	1.892
002.DB32	2015	16616.2	339.924	0	10.61	7.469	0	16.808	34.886	18.079	3.254	1	5.068	7.668	4.072	1.048	237	4.529	1.892
002.DB3A	2015	41.31	0.601	0	0.193	0.061	0	0.144	0.398	0.254	20.979	4	0	0.098	0.046	0	237	0.061	0
002.DB3B	2015	32.94	0.493	0	0	0	0	0.109	0.109	0	7.038	2	0	0.065	0.044	0	237	0	0
002.DB3C	2015	21.55	0.334	0	0	0	0	0.097	0.097	0	9.159	2	0	0.06	0.036	0	237	0	0
002.DB3D	2015	9.51	0.153	0	0	0	0	0.056	0.056	0	11.56	3	0	0.026	0.029	0	237	0	0
002.DB4	2015	16571.5	339.283	0	10.322	7.353	0	16.64	34.315	17.676	3.207	1	5.068	7.558	4.014	1.047	237	4.438	1.868
002.DC11	2015	16567.53	339.236	0	10.174	7.307	0	16.597	34.078	17.481	3.185	1	5.068	7.541	3.989	1.047	237	4.392	1.868
002.DC12	2015	16535.79	338.895	0	28.415	20.603	0	45.829	94.848	49.019	8.875	2	14.48	21.403	9.946	2.924	417	12.343	5.337
002.DC13	2015	16509.78	338.616	0	28.374	20.597	0	45.515	94.486	48.971	8.848	2	14.479	21.364	9.672	2.924	417	12.337	5.336
002.DC14	2015	16482.7	338.354	0	28.234	20.551	0	45.256	94.042	48.785	8.813	2	14.478	21.318	9.46	2.897	417	12.318	5.336
002.DC1A	2015	161.16	1.37	0	0.368	0.337	0	0.346	1.051	0.705	24.324	4	0	0.318	0.027	0.02	417	0.317	0
002.DC1B	2015	66.9	0.56	0	0.123	0.126	0	0.168	0.417	0.249	23.626	4	0	0.138	0.03	0.02	417	0.106	0
002.DC1C	2015	52.81	0.454	0	0.006	0.014	0	0.114	0.134	0.02	9.35	2	0	0.084	0.03	0.008	417	0.005	0
002.DC21	2015	16289.61	336.745	0	27.734	20.099	0	44.759	92.592	47.832	8.719	2	14.478	20.922	9.359	2.877	237	11.886	5.336
002.DC22	2015	16258.96	336.35	0	27.37	19.97	0	44.308	91.648	47.34	8.64	2	14.478	20.852	8.978	2.863	237	11.771	5.336
002.DC23	2015	16223.43	335.815	0	26.724	19.718	0	43.942	90.384	46.442	8.535	2	14.474	20.736	8.732	2.84	237	11.568	5.31
002.DC31	2015	16195.97	335.461	0	26.499	19.648	0	43.558	89.704	46.147	8.479	2	14.471	20.68	8.406	2.84	417	11.498	5.31
002.DC32	2015	16173.21	335.29	0	26.465	19.618	0	43.408	89.491	46.083	8.464	2	14.471	20.649	8.288	2.84	417	11.468	5.31
002.DC33	2015	16145.23	335.08	0	26.382	19.547	0	43.16	89.09	45.929	8.431	2	14.471	20.604	8.085	2.84	417	11.397	5.31
002.DC34	2015	16098.85	334.731	0	25.906	19.128	0	42.671	87.705	45.034	8.308	2	14.471	20.429	7.771	2.833	417	10.985	5.31
002.DC35	2015	16069.43	334.51	0	25.445	16.683	0	42.388	84.516	42.128	8.012	2	14.471	20.264	7.654	2.815	417	10.588	3.28
002.DC3A0	2015	489.36	4.187	0	2.807	1.525	0	1.569	5.901	4.332	44.69	4	0.004	1.487	0.078	0.235	403	1.271	0.019
002.DC3AZ	2015	31.14	0.301	0	0.153	0.048	0	0.099	0.3	0.201	31.643	4	0	0.099	0	0.006	403	0.042	0
002.DC3B0	2015	427.56	3.655	0	2.117	1.309	0	1.269	4.695	3.426	40.731	4	0.004	1.187	0.078	0.21	417	1.08	0.019
002.DC3BZ	2015	116.27	1.124	0	0.752	0.278	0	0.417	1.448	1.031	40.849	4	0.003	0.414	0	0.071	415	0.202	0.005
002.DC3C0	2015	255.27	2.11	0	0.508	0.191	0	0.523	1.222	0.699	18.36	3	0	0.446	0.077	0.039	415	0.138	0.014
002.DC3CA	2015	98.04	0.813	0	0.053	0.015	0	0.184	0.252	0.068	9.834	2	0	0.122	0.063	0	415	0.014	0
002.DC3CB	2015	97	0.805	0	0.053	0.015	0	0.183	0.251	0.068	9.871	2	0	0.12	0.063	0	415	0.014	0
002.DC3CC	2015	35.27	0.341	0	0.011	0.003	0	0.07	0.083	0.013	7.728	2	0	0.067	0.003	0	415	0.003	0
002.DC3D	2015	86.35	0.765	0	0.008	0.004	0	0.104	0.116	0.012	4.812	1	0	0.094	0.01	0	417	0.004	0
002.DC3E	2015	60.33	0.569	0	0.008	0.002	0	0.125	0.135	0.011	7.546	2	0	0.108	0.016	0	415	0.002	0
002.DC3F	2015	53.68	0.519	0	0	0	0	0.105	0.105	0	6.395	1	0	0.097	0.007	0	417	0	0
002.DC41	2015	15570.85	330.254	0	22.59	14.994	0	40.744	78.328	37.584	7.521	2	14.467	18.758	7.519	2.458	237	9.275	3.261
002.DC42	2015	15553.82	330.089	0	22.49	14.963	0	40.424	77.876	37.453	7.481	2	14.467	18.736	7.221	2.458	520	9.243	3.261
002.DC43	2015	15510.75	329.581	0	22.49	14.963	0	39.879	77.331	37.453	7.44	2	14.404	18.733	6.742	2.458	520	9.243	3.261
002.DC4A0	2015	295.2	3.968	0	3.631	0.351	0	1.561	5.544	3.982	44.297	4	0.105	1.401	0.055	0	520	0.258	0.094
002.DC4AZ	2015	14.72	0.158	0	0.183	0.013	0	0.072	0.268	0.196	53.807	5	0	0.07	0.002	0	520	0.013	0
002.DC4B0	2015	187.25	2.609	0	2.353	0.201	0	1.01	3.564	2.554	43.318	4	0.105	0.87	0.035	0	520	0.167	0.034
