ID	Year	Areal_a	Q_a	Makva_a	Mjordbr_a	Mbefolkn_a	Mind_a	Mnatur_a	Msum_a	Mantropog_a	C_a	Status_a	Mfjell_a	Mskog_a	Minnsjo_a	Mbebygd_a	Komnr	Mspredt_a	Mtett_a
067.4Z	2015	9.06	1.431	0	0	0	0	0.144	0.144	0	3.198	1	0.109	0.031	0.005	0	1266	0	0
067.50	2015	211.34	26.114	18.746	0.436	0.572	0	2.251	22.005	19.754	26.721	4	0.532	1.569	0.151	0	1266	0.459	0.113
067.5Z	2015	21.41	3.037	0	0	0	0	0.336	0.336	0	3.509	1	0.048	0.277	0.011	0	1266	0	0
067.61	2015	163.47	20.008	6.141	0.436	0.572	0	1.562	8.711	7.149	13.806	3	0.446	0.99	0.126	0	1266	0.459	0.113
067.62	2015	146.06	18.612	0	0.185	0.419	0	1.362	1.966	0.603	3.349	1	0.446	0.808	0.109	0	1411	0.363	0.056
067.6A	2015	125.64	17.076	0	0	0	0	1.175	1.175	0	2.182	1	0.386	0.696	0.093	0	1266	0	0
067.6B	2015	78.99	11.839	0	0	0	0	0.918	0.918	0	2.459	1	0.291	0.554	0.073	0	1266	0	0
067.6C	2015	39.98	6.497	0	0	0	0	0.639	0.639	0	3.119	1	0.267	0.315	0.057	0	1411	0	0
067.6D	2015	18.53	3.269	0	0	0	0	0.273	0.273	0	2.644	1	0.138	0.121	0.014	0	1411	0	0
068.10	2015	302.2	31.102	106.942	0.066	0.371	0	2.927	110.306	107.379	112.461	5	2.165	0.653	0.109	0	1411	0.108	0.263
068.1Z	2015	19.92	1.893	0	0	0	0	0.201	0.201	0	3.369	1	0.133	0.035	0.033	0	1411	0	0
068.2	2015	268.61	28.114	106.942	0.066	0.371	0	2.618	109.997	107.379	124.064	5	1.936	0.611	0.071	0	1411	0.108	0.263
068.3	2015	238	26.162	77.163	0.066	0.371	0	2.43	80.03	77.6	97.001	5	1.753	0.611	0.066	0	1411	0.108	0.263
068.4	2015	226.38	25.61	72.578	0.066	0.371	0	2.376	75.391	73.015	93.349	5	1.701	0.611	0.064	0	1411	0.108	0.263
068.50	2015	205.49	24.852	51.265	0.066	0.259	0	2.303	53.893	51.59	68.765	5	1.63	0.611	0.062	0	1411	0.108	0.151
068.5Z	2015	15.83	2.059	0	0	0	0	0.195	0.195	0	3.005	1	0.193	0	0.002	0	1411	0	0
068.61	2015	157.73	19.438	40.139	0	0.125	0	1.771	42.035	40.264	68.572	5	1.171	0.543	0.057	0	1411	0	0.125
068.620	2015	143.5	17.427	40.139	0	0.125	0	1.563	41.827	40.264	76.106	5	1.035	0.471	0.057	0	1411	0	0.125
068.62Z	2015	9.1	1.389	0	0	0	0	0.16	0.16	0	3.661	1	0.044	0.116	0.001	0	1411	0	0
068.6Z	2015	5.09	0.853	0	0	0	0	0.091	0.091	0	3.393	1	0.032	0.045	0.014	0	1411	0	0
068.71	2015	109.84	12.263	40.139	0	0.125	0	1.012	41.276	40.264	106.728	5	0.759	0.22	0.034	0	1411	0	0.125
068.720	2015	105.18	11.686	40.139	0	0.125	0	0.952	41.216	40.264	111.834	5	0.721	0.197	0.034	0	1411	0	0.125
068.72Z	2015	15.47	2.032	0	0	0	0	0.208	0.208	0	3.246	1	0.145	0.063	0	0	1411	0	0
068.73	2015	79.64	8.408	40.139	0	0.125	0	0.62	40.884	40.264	154.191	5	0.476	0.111	0.033	0	1411	0	0.125
068.7Z	2015	21	3.283	0	0	0	0	0.321	0.321	0	3.102	1	0.27	0.042	0.009	0	1411	0	0
068.8	2015	55.99	4.863	40.139	0	0	0	0.274	40.413	40.139	263.525	5	0.181	0.069	0.024	0	1411	0	0
068.91	2015	36.67	3.872	13.755	0	0	0	0.176	13.931	13.755	114.083	5	0.096	0.06	0.02	0	1411	0	0
068.92	2015	31.11	3.371	0	0	0	0	0.128	0.128	0	1.206	1	0.048	0.06	0.02	0	1411	0	0
068.9A	2015	28.01	3.147	0	0	0	0	0.102	0.102	0	1.031	1	0.041	0.042	0.02	0	1411	0	0
068.9B	2015	27.46	3.097	0	0	0	0	0.271	0.271	0	2.773	1	0.1	0.116	0.054	0	1411	0	0
068.9C	2015	13.36	1.616	0	0	0	0	0.107	0.107	0	2.1	1	0.016	0.079	0.012	0	1411	0	0
068.9D	2015	13.24	1.606	0	0	0	0	0.193	0.193	0	3.807	1	0.028	0.143	0.021	0	1411	0	0
069.11	2015	431.95	57.076	37.359	0.936	0.915	0	4.632	43.842	39.21	24.357	4	2.525	1.856	0.251	0	1411	0.864	0.051
069.12	2015	423.69	56.405	37.359	0.936	0.915	0	4.55	43.76	39.21	24.601	4	2.516	1.783	0.251	0	1411	0.864	0.051
069.1Z	2015	4.46	0.538	0	0	0	0	0.059	0.059	0	3.489	1	0.026	0.033	0	0	1411	0	0
069.21	2015	395.21	53.123	37.359	0.936	0.915	0	4.21	43.42	39.21	25.918	4	2.295	1.666	0.25	0	1411	0.864	0.051
069.22	2015	381.08	51.132	26.423	0.936	0.915	0	3.989	32.262	28.274	20.008	4	2.207	1.536	0.246	0	1411	0.864	0.051
069.2Z	2015	7.29	1.083	0	0	0	0	0.111	0.111	0	3.263	1	0.069	0.034	0.008	0	1411	0	0
069.310	2015	367.36	49.371	26.423	0.936	0.915	0	3.798	32.071	28.274	20.598	4	2.121	1.439	0.237	0	1411	0.864	0.051
069.31Z	2015	16.9	2.703	0	0.271	0.465	0	0.203	0.939	0.736	11.014	3	0.138	0.062	0.003	0	1411	0.441	0.024
069.32	2015	344.09	45.763	26.423	0.56	0.253	0	3.49	30.726	27.235	21.291	4	1.949	1.306	0.235	0	1411	0.251	0.002
069.3Z	2015	32.43	5.475	0	0	0	0	0.566	0.566	0	3.279	1	0.354	0.197	0.016	0	1411	0	0
069.410	2015	303.36	39.307	26.423	0.56	0.253	0	2.811	30.046	27.235	24.239	4	1.565	1.027	0.219	0	1411	0.251	0.002
069.41Z	2015	12.06	1.608	0	0	0	0	0.173	0.173	0	3.406	1	0.089	0.08	0.003	0	1411	0	0
069.42	2015	288.59	37.438	26.423	0.56	0.253	0	2.605	29.841	27.235	25.275	4	1.476	0.913	0.216	0	1411	0.251	0.002
069.4A	2015	41.61	6.303	0	0	0	0	0.579	0.579	0	2.915	1	0.327	0.229	0.023	0	1411	0	0
069.4B	2015	33.52	5.419	0	0	0	0	0.478	0.478	0	2.797	1	0.296	0.161	0.021	0	1411	0	0
069.4C1	2015	13.97	2.466	0	0	0	0	0.168	0.168	0	2.155	1	0.112	0.037	0.018	0	1411	0	0
069.4C21	2015	10.84	1.874	0	0	0	0	0.124	0.124	0	2.099	1	0.086	0.019	0.019	0	1411	0	0
069.4C22	2015	10.61	1.84	0	0	0	0	0.119	0.119	0	2.056	1	0.086	0.015	0.019	0	1411	0	0
069.4C2A	2015	8.08	1.373	0	0	0	0	0.076	0.076	0	1.765	1	0.052	0.014	0.01	0	1411	0	0
069.4C2B1	2015	7.26	1.241	0	0	0	0	0.084	0.084	0	2.148	1	0.069	0.001	0.015	0	1411	0	0
069.4C2B2	2015	6.59	1.128	0	0	0	0	0.074	0.074	0	2.067	1	0.061	0.001	0.012	0	1411	0	0
069.4C2B3	2015	5.01	0.861	0	0	0	0	0.048	0.048	0	1.777	1	0.039	0	0.009	0	1411	0	0
069.4C2B4	2015	2.73	0.464	0	0	0	0	0.031	0.031	0	2.107	1	0.025	0	0.006	0	1416	0	0
069.4D	2015	1.76	0.335	0	0	0	0	0.03	0.03	0	2.87	1	0.024	0	0.007	0	1411	0	0
069.511	2015	245.58	31.011	18.255	0.56	0.253	0	2.012	21.08	19.068	21.555	4	1.143	0.676	0.193	0	1416	0.251	0.002
069.512	2015	239.3	30.397	18.255	0.56	0.253	0	1.944	21.012	19.068	21.919	4	1.116	0.635	0.193	0	1416	0.251	0.002
069.51A0	2015	16.97	2.465	0	0	0	0	0.193	0.193	0	2.486	1	0.167	0.011	0.015	0	1416	0	0
069.51AA	2015	2.2	0.379	0	0	0	0	0.033	0.033	0	2.747	1	0.025	0.004	0.004	0	1416	0	0
069.51AB1	2015	2.01	0.349	0	0	0	0	0.03	0.03	0	2.725	1	0.022	0.004	0.004	0	1411	0	0
069.51AB2	2015	0.63	0.107	0	0	0	0	0.01	0.01	0	2.974	1	0.009	0	0.001	0	1416	0	0
069.51AB3	2015	0.19	0.033	0	0	0	0	0.003	0.003	0	3	1	0.003	0	0	0	1411	0	0
069.51AB4	2015	0.09	0.015	0	0	0	0	0.001	0.001	0	3	1	0.001	0	0	0	1411	0	0
069.51B	2015	10.08	1.538	0	0	0	0	0.107	0.107	0	2.201	1	0.096	0	0.01	0	1416	0	0
069.51C	2015	4.36	0.703	0	0	0	0	0.046	0.046	0	2.069	1	0.041	0	0.005	0	1416	0	0
069.52	2015	217.9	27.426	18.255	0.343	0.156	0	1.69	20.444	18.754	23.637	4	0.941	0.573	0.177	0	1416	0.154	0.002
069.5A	2015	28.97	3.899	0	0.343	0.154	0	0.222	0.719	0.497	5.851	1	0.087	0.102	0.034	0	1416	0.154	0
069.5B	2015	17.39	2.517	0	0	0	0	0.184	0.184	0	2.324	1	0.12	0.003	0.061	0	1416	0	0
069.6	2015	182.99	22.97	18.255	0	0.002	0	1.407	19.664	18.257	27.147	4	0.823	0.442	0.142	0	1416	0	0.002
069.71	2015	165.74	21.371	2.142	0	0.002	0	1.231	3.374	2.144	5.007	1	0.797	0.295	0.138	0	1416	0	0.002
069.721	2015	144.65	19.203	1.537	0	0.002	0	1.071	2.609	1.538	4.308	1	0.684	0.249	0.138	0	1416	0	0.002
069.722	2015	142.68	19.025	1.537	0	0	0	1.05	2.587	1.537	4.311	1	0.682	0.23	0.138	0	1416	0	0
069.72A0	2015	15.2	1.603	0	0	0	0	0.158	0.158	0	3.134	1	0.033	0.114	0.012	0	1416	0	0
069.72AA1	2015	4.74	0.574	0	0	0	0	0.049	0.049	0	2.711	1	0.019	0.022	0.008	0	1416	0	0
069.72AA2	2015	4.67	0.569	0	0	0	0	0.048	0.048	0	2.699	1	0.019	0.021	0.008	0	1416	0	0
069.72AA3	2015	4.47	0.555	0	0	0	0	0.047	0.047	0	2.667	1	0.019	0.019	0.008	0	1416	0	0
069.72AA4	2015	2.68	0.314	0	0	0	0	0.028	0.028	0	2.8	1	0.008	0.012	0.007	0	1416	0	0
069.72AB	2015	2.57	0.303	0	0	0	0	0.026	0.026	0	2.755	1	0.008	0.011	0.007	0	1416	0	0
069.72AC	2015	0.54	0.066	0	0	0	0	0.005	0.005	0	2.556	1	0.003	0.002	0	0	1416	0	0
069.72B1	2015	4.35	0.524	0	0	0	0	0.052	0.052	0	3.128	1	0.007	0.04	0.004	0	1416	0	0
069.72B2	2015	2.55	0.321	0	0	0	0	0.026	0.026	0	2.604	1	0.007	0.016	0.004	0	1416	0	0
069.72B3	2015	1.92	0.255	0	0	0	0	0.018	0.018	0	2.245	1	0.007	0.008	0.004	0	1416	0	0
069.72B4	2015	0.88	0.121	0	0	0	0	0.01	0.01	0	2.509	1	0.005	0.002	0.002	0	1416	0	0
069.7A0	2015	57.29	8.89	0	0	0	0	0.453	0.453	0	1.615	1	0.337	0.049	0.066	0	1416	0	0
069.7AA	2015	6.14	0.852	0	0	0	0	0.056	0.056	0	2.078	1	0.039	0.006	0.01	0	1416	0	0
069.7AB	2015	5.79	0.815	0	0	0	0	0.053	0.053	0	2.051	1	0.038	0.005	0.01	0	1416	0	0
069.7AC	2015	1.6	0.246	0	0	0	0	0.017	0.017	0	2.239	1	0.012	0	0.005	0	1416	0	0
069.7B0	2015	50.51	7.978	0	0	0	0	0.392	0.392	0	1.558	1	0.295	0.041	0.056	0	1416	0	0
069.7BA1	2015	11.82	1.944	0	0	0	0	0.117	0.117	0	1.908	1	0.09	0	0.027	0	1416	0	0
069.7BA2	2015	11.69	1.928	0	0	0	0	0.116	0.116	0	1.907	1	0.089	0	0.027	0	1416	0	0
069.7BA3	2015	11.42	1.89	0	0	0	0	0.114	0.114	0	1.905	1	0.086	0	0.027	0	1416	0	0
069.7BA4	2015	9.94	1.659	0	0	0	0	0.099	0.099	0	1.883	1	0.073	0	0.026	0	1416	0	0
069.7BB	2015	8.84	1.476	0	0	0	0	0.087	0.087	0	1.868	1	0.061	0	0.026	0	1416	0	0
069.7BC	2015	3.17	0.519	0	0	0	0	0.036	0.036	0	2.187	1	0.026	0	0.01	0	1266	0	0
069.7C	2015	35.35	5.707	0	0	0	0	0.241	0.241	0	1.34	1	0.198	0.014	0.029	0	1416	0	0
069.7D	2015	33.53	5.449	0	0	0	0	0.335	0.335	0	1.948	1	0.272	0.021	0.042	0	1416	0	0
069.7E1	2015	18.61	3.081	0	0	0	0	0.199	0.199	0	2.052	1	0.183	0	0.016	0	1416	0	0
069.7E2	2015	15.97	2.639	0	0	0	0	0.171	0.171	0	2.061	1	0.155	0	0.016	0	1416	0	0
069.7E3	2015	8.93	1.486	0	0	0	0	0.097	0.097	0	2.068	1	0.086	0	0.01	0	1416	0	0
069.7E4	2015	6.36	1.058	0	0	0	0	0.07	0.07	0	2.091	1	0.06	0	0.01	0	1416	0	0
069.7E5	2015	3.52	0.593	0	0	0	0	0.039	0.039	0	2.109	1	0.033	0	0.007	0	1416	0	0
069.7E6	2015	1.47	0.258	0	0	0	0	0.017	0.017	0	2.048	1	0.015	0	0.001	0	1416	0	0
069.81	2015	69.37	8.462	1.537	0	0	0	0.433	1.97	1.537	7.382	2	0.309	0.065	0.059	0	1416	0	0
069.82	2015	68.63	8.403	1.537	0	0	0	0.43	1.966	1.537	7.42	2	0.305	0.065	0.059	0	1416	0	0
069.8A1	2015	63.63	7.997	0	0	0	0	0.404	0.404	0	1.602	1	0.28	0.065	0.059	0	1416	0	0
069.8A20	2015	58.24	7.511	0	0	0	0	0.52	0.52	0	2.194	1	0.364	0.093	0.063	0	1416	0	0
069.8A2Z	2015	25.37	3.639	0	0	0	0	0.242	0.242	0	2.107	1	0.211	0	0.031	0	1416	0	0
069.8B	2015	21.36	2.717	0	0	0	0	0.194	0.194	0	2.263	1	0.089	0.092	0.013	0	1416	0	0
069.8C	2015	7.7	1.243	0	0	0	0	0.071	0.071	0	1.823	1	0.05	0.011	0.01	0	1416	0	0
069.8D	2015	6.58	1.103	0	0	0	0	0.075	0.075	0	2.143	1	0.061	0.005	0.009	0	1416	0	0
070.110	2015	546.77	45.865	13.541	2.552	1.576	0	3.593	21.262	17.669	14.7	3	2.489	0.951	0.152	0	1416	0.527	1.048
070.11Z	2015	9.98	1.272	0	0	0	0	0.085	0.085	0	2.126	1	0.075	0.01	0	0	1416	0	0
070.12	2015	524.6	43.481	13.541	2.552	1.576	0	3.43	21.099	17.669	15.387	3	2.351	0.927	0.152	0	1416	0.527	1.048
070.13	2015	520.58	43.125	0	2.552	1.576	0	3.401	7.529	4.128	5.536	1	2.336	0.912	0.152	0	1416	0.527	1.048
070.1Z	2015	16.87	2.49	0	0	0	0	0.16	0.16	0	2.044	1	0.146	0.006	0.008	0	1416	0	0
070.21	2015	503.42	40.615	0	2.552	1.576	0	3.238	7.366	4.128	5.751	1	2.19	0.904	0.144	0	1416	0.527	1.048
070.22	2015	498.81	40.318	0	2.552	1.576	0	3.205	7.333	4.128	5.767	1	2.185	0.876	0.144	0	1416	0.527	1.048
070.2A0	2015	58.46	6.9	0	0.042	0.032	0	0.479	0.553	0.074	2.542	1	0.375	0.076	0.029	0	1416	0.032	0
070.2AA	2015	23.52	2.779	0	0	0	0	0.194	0.194	0	2.218	1	0.151	0.037	0.006	0	1416	0	0
070.2AB	2015	10.39	1.458	0	0	0	0	0.092	0.092	0	2.005	1	0.087	0	0.005	0	1416	0	0
070.2AC	2015	2.15	0.363	0	0	0	0	0.023	0.023	0	1.985	1	0.02	0	0.003	0	1416	0	0
070.2B	2015	33.45	4.039	0	0.019	0.015	0	0.274	0.308	0.034	2.418	1	0.223	0.028	0.023	0	1416	0.015	0
070.30	2015	437.61	33.231	0	2.357	1.424	0	2.702	6.483	3.782	6.187	1	1.81	0.776	0.116	0	1417	0.376	1.048
070.3Z	2015	8.15	0.765	0	0	0	0	0.074	0.074	0	3.061	1	0.067	0.005	0.001	0	1417	0	0
070.4	2015	403.81	30.814	0	2.357	1.424	0	2.453	6.235	3.782	6.416	1	1.641	0.698	0.114	0	1417	0.376	1.048
070.511	2015	371.13	28.491	0	2.357	1.424	0	2.221	6.003	3.782	6.681	1	1.458	0.653	0.11	0	1417	0.376	1.048
070.5120	2015	356.97	27.712	0	2.357	1.424	0	2.14	5.922	3.782	6.777	1	1.405	0.626	0.11	0	1417	0.376	1.048
070.512Z	2015	15.31	1.397	0	0	0	0	0.1	0.1	0	2.266	1	0.076	0.023	0	0	1417	0	0
070.51Z	2015	23.41	2.167	0	0	0	0	0.207	0.207	0	3.03	1	0.192	0.001	0.014	0	1417	0	0
070.521	2015	312.08	23.759	0	2.357	1.424	0	1.796	5.577	3.782	7.444	2	1.126	0.575	0.095	0	1417	0.376	1.048
070.522	2015	311.21	23.717	0	2.357	1.424	0	1.79	5.572	3.782	7.45	2	1.126	0.569	0.095	0	1417	0.376	1.048
070.52A0	2015	9.28	0.737	0	0	0	0	0.049	0.049	0	2.124	1	0.044	0.006	0	0	1417	0	0
070.52AA	2015	2.18	0.181	0	0	0	0	0.011	0.011	0	2	1	0.011	0	0	0	1417	0	0
070.52AB	2015	2.13	0.177	0	0	0	0	0.011	0.011	0	2	1	0.011	0	0	0	1417	0	0
070.52B11	2015	4.96	0.424	0	0	0	0	0.027	0.027	0	2.009	1	0.027	0	0	0	1417	0	0
070.52B12	2015	4.63	0.4	0	0	0	0	0.025	0.025	0	2.009	1	0.025	0	0	0	1417	0	0
070.52B21	2015	1.3	0.109	0	0	0	0	0.007	0.007	0	2	1	0.007	0	0	0	1417	0	0
070.52B22	2015	1.24	0.105	0	0	0	0	0.007	0.007	0	2	1	0.007	0	0	0	1417	0	0
070.52B2Z	2015	0.12	0.009	0	0	0	0	0.001	0.001	0	2	1	0.001	0	0	0	1417	0	0
070.5A0	2015	107.02	10.765	0	0	0	0	0.589	0.589	0	1.735	1	0.477	0.054	0.058	0	1417	0	0
070.5AA0	2015	40.67	4.741	0	0	0	0	0.201	0.201	0	1.347	1	0.171	0.007	0.023	0	1417	0	0
070.5AAA	2015	5.28	0.547	0	0	0	0	0.036	0.036	0	2.103	1	0.032	0.002	0.003	0	1417	0	0
070.5AAB	2015	4	0.456	0	0	0	0	0.03	0.03	0	2.051	1	0.027	0	0.003	0	1417	0	0
070.5AB	2015	34.9	4.174	0	0	0	0	0.163	0.163	0	1.235	1	0.14	0.002	0.021	0	1417	0	0
070.5AC11	2015	27.1	3.452	0	0	0	0	0.133	0.133	0	1.225	1	0.11	0	0.024	0	1417	0	0
070.5AC12	2015	26.28	3.369	0	0	0	0	0.128	0.128	0	1.204	1	0.105	0	0.023	0	1417	0	0
070.5AC1Z	2015	1.38	0.157	0	0	0	0	0.01	0.01	0	2.058	1	0.009	0	0.001	0	1417	0	0
070.5AC2	2015	24.77	3.199	0	0	0	0	0.117	0.117	0	1.158	1	0.095	0	0.022	0	1417	0	0
070.5AD1	2015	23.68	3.079	0	0	0	0	0.109	0.109	0	1.123	1	0.088	0	0.021	0	1417	0	0
070.5AD2	2015	22	2.89	0	0	0	0	0.189	0.189	0	2.071	1	0.153	0	0.036	0	1417	0	0
070.5AD3	2015	17.86	2.401	0	0	0	0	0.156	0.156	0	2.062	1	0.127	0	0.029	0	1417	0	0
070.5AD4	2015	13.41	1.84	0	0	0	0	0.119	0.119	0	2.043	1	0.1	0	0.018	0	1417	0	0
070.5AE	2015	3.43	0.474	0	0	0	0	0.03	0.03	0	2	1	0.03	0	0	0	1417	0	0
070.5B1110	2015	62.04	5.834	0	0	0	0	0.365	0.365	0	1.985	1	0.304	0.027	0.034	0	1417	0	0
070.5B111A	2015	1.33	0.124	0	0	0	0	0.009	0.009	0	2.225	1	0.007	0.002	0	0	1417	0	0
070.5B111B	2015	0.71	0.076	0	0	0	0	0.005	0.005	0	2	1	0.005	0	0	0	1417	0	0
070.5B112	2015	60.59	5.705	0	0	0	0	0.356	0.356	0	1.978	1	0.297	0.024	0.034	0	1417	0	0
070.5B113	2015	60.44	5.7	0	0	0	0	0.355	0.355	0	1.976	1	0.297	0.024	0.034	0	1417	0	0
070.5B11A	2015	1.33	0.123	0	0	0	0	0.009	0.009	0	2.341	1	0.006	0.003	0	0	1417	0	0
070.5B11B	2015	0.22	0.022	0	0	0	0	0.001	0.001	0	2	1	0.001	0	0	0	1417	0	0
070.5B12	2015	59.05	5.575	0	0	0	0	0.346	0.346	0	1.967	1	0.291	0.021	0.034	0	1417	0	0
070.5B1A0	2015	4.75	0.425	0	0	0	0	0.029	0.029	0	2.147	1	0.025	0.004	0	0	1417	0	0
070.5B1AA	2015	0.4	0.039	0	0	0	0	0.003	0.003	0	2.078	1	0.002	0	0	0	1417	0	0
070.5B1AB	2015	0.3	0.031	0	0	0	0	0.002	0.002	0	2	1	0.002	0	0	0	1417	0	0
070.5B1B0	2015	3.71	0.354	0	0	0	0	0.023	0.023	0	2.022	1	0.022	0	0	0	1417	0	0
070.5B1BA	2015	1.14	0.125	0	0	0	0	0.008	0.008	0	2.012	1	0.008	0	0	0	1417	0	0
070.5B1BB	2015	1.02	0.116	0	0	0	0	0.007	0.007	0	2	1	0.007	0	0	0	1417	0	0
070.5B1C	2015	2.5	0.225	0	0	0	0	0.014	0.014	0	2.008	1	0.014	0	0	0	1417	0	0
070.5B211	2015	52.62	5.042	0	0	0	0	0.307	0.307	0	1.932	1	0.262	0.011	0.034	0	1417	0	0
070.5B212	2015	50.15	4.896	0	0	0	0	0.293	0.293	0	1.895	1	0.258	0	0.034	0	1417	0	0
070.5B21Z	2015	0.51	0.042	0	0	0	0	0.003	0.003	0	2	1	0.003	0	0	0	1417	0	0
070.5B22	2015	49.63	4.853	0	0	0	0	0.29	0.29	0	1.895	1	0.256	0	0.034	0	1417	0	0
070.5B2A	2015	1.89	0.167	0	0	0	0	0.011	0.011	0	2.103	1	0.01	0	0.001	0	1417	0	0
070.5B2B	2015	1.84	0.163	0	0	0	0	0.011	0.011	0	2.105	1	0.01	0	0.001	0	1417	0	0
070.5BA1	2015	27.92	2.529	0	0	0	0	0.14	0.14	0	1.755	1	0.119	0	0.021	0	1417	0	0
070.5BA211	2015	27.6	2.507	0	0	0	0	0.139	0.139	0	1.753	1	0.117	0	0.021	0	1417	0	0
070.5BA212	2015	27.33	2.485	0	0	0	0	0.137	0.137	0	1.75	1	0.116	0	0.021	0	1417	0	0
070.5BA21A	2015	0.27	0.025	0	0	0	0	0.002	0.002	0	2	1	0.002	0	0	0	1417	0	0
070.5BA21B	2015	0.24	0.022	0	0	0	0	0.001	0.001	0	2	1	0.001	0	0	0	1417	0	0
070.5BA22	2015	26.97	2.454	0	0	0	0	0.135	0.135	0	1.747	1	0.114	0	0.021	0	1417	0	0
070.5BA2A	2015	1.4	0.118	0	0	0	0	0.007	0.007	0	2	1	0.007	0	0	0	1417	0	0
070.5BA2B	2015	1.38	0.117	0	0	0	0	0.007	0.007	0	2	1	0.007	0	0	0	1417	0	0
070.5BB	2015	25.17	2.306	0	0	0	0	0.126	0.126	0	1.731	1	0.104	0	0.021	0	1417	0	0
070.5BC	2015	11.66	1.091	0	0	0	0	0.065	0.065	0	1.879	1	0.057	0	0.007	0	1417	0	0
070.5BD	2015	7.9	0.774	0	0	0	0	0.074	0.074	0	3.026	1	0.065	0	0.009	0	1417	0	0
070.5C1	2015	19.29	2.117	0	0	0	0	0.136	0.136	0	2.043	1	0.125	0	0.012	0	1417	0	0
070.5C2	2015	16.55	1.893	0	0	0	0	0.122	0.122	0	2.048	1	0.111	0	0.012	0	1417	0	0
070.5C3	2015	15.13	1.782	0	0	0	0	0.115	0.115	0	2.051	1	0.104	0	0.012	0	1417	0	0
070.5C4	2015	14.44	1.709	0	0	0	0	0.111	0.111	0	2.053	1	0.099	0	0.012	0	1417	0	0
070.5D	2015	13.7	1.636	0	0	0	0	0.106	0.106	0	2.056	1	0.094	0	0.012	0	1417	0	0
070.61	2015	182.78	11.516	0	2.357	1.424	0	1.086	4.868	3.782	13.403	3	0.539	0.509	0.037	0	1417	0.376	1.048
070.62	2015	168.26	10.97	0	2.357	1.424	0	1.023	4.805	3.782	13.889	3	0.52	0.466	0.037	0	1417	0.376	1.048
070.6A	2015	30.95	1.601	0	0.728	0.116	0	0.176	1.02	0.844	20.193	4	0.06	0.115	0.001	0	1417	0.116	0
070.6B	2015	14.8	0.973	0	0.05	0.008	0	0.085	0.143	0.059	4.676	1	0.038	0.046	0.001	0	1417	0.008	0
070.7	2015	137.09	9.364	0	1.63	1.308	0	0.847	3.785	2.938	12.817	3	0.46	0.351	0.036	0	1417	0.26	1.048
070.A0	2015	117.67	8.739	0	1.287	0.205	0	0.756	2.248	1.492	8.158	2	0.456	0.267	0.033	0	1417	0.205	0
070.AA0	2015	34.04	2.79	0	0.39	0.062	0	0.237	0.689	0.452	7.83	2	0.154	0.077	0.006	0	1417	0.062	0
070.AAA	2015	6.43	0.585	0	0.012	0.002	0	0.057	0.071	0.014	3.866	1	0.049	0.007	0.001	0	1417	0.002	0
070.AAB	2015	6.41	0.585	0	0.012	0.002	0	0.057	0.071	0.014	3.866	1	0.049	0.007	0.001	0	1417	0.002	0
070.AB1	2015	23.28	1.996	0	0.002	0	0	0.146	0.148	0.002	2.347	1	0.103	0.037	0.005	0	1417	0	0
070.AB20	2015	23.23	1.994	0	0.002	0	0	0.145	0.148	0.002	2.346	1	0.103	0.037	0.005	0	1417	0	0
070.AB2A	2015	0.67	0.058	0	0	0	0	0.006	0.006	0	3.187	1	0.004	0.001	0	0	1417	0	0
070.AB2B	2015	0.66	0.058	0	0	0	0	0.006	0.006	0	3.182	1	0.004	0.001	0	0	1417	0	0
070.AB3	2015	22.44	1.931	0	0	0	0	0.139	0.139	0	2.282	1	0.098	0.035	0.005	0	1417	0	0
070.AB4	2015	21.79	1.903	0	0	0	0	0.136	0.136	0	2.257	1	0.098	0.032	0.005	0	1417	0	0
070.AB5	2015	20.81	1.857	0	0	0	0	0.13	0.13	0	2.217	1	0.098	0.027	0.005	0	1417	0	0
070.AB6	2015	16.08	1.515	0	0	0	0	0.118	0.118	0	2.477	1	0.092	0.02	0.006	0	1417	0	0
070.AC	2015	10.76	1.108	0	0	0	0	0.075	0.075	0	2.142	1	0.069	0	0.006	0	1417	0	0
070.AD	2015	9.32	0.967	0	0	0	0	0.092	0.092	0	3.003	1	0.085	0	0.006	0	1417	0	0
070.AE	2015	3.08	0.314	0	0	0	0	0.03	0.03	0	3.004	1	0.029	0	0.001	0	1417	0	0
070.B0	2015	69.43	5.263	0	0.033	0.005	0	0.419	0.457	0.038	2.754	1	0.291	0.1	0.027	0	1417	0.005	0
070.BA1	2015	15.85	1.255	0	0.033	0.005	0	0.114	0.152	0.038	3.842	1	0.095	0.016	0.002	0	1417	0.005	0
070.BA2	2015	15.69	1.25	0	0.033	0.005	0	0.113	0.151	0.038	3.841	1	0.095	0.016	0.002	0	1417	0.005	0
070.BA3	2015	15.47	1.242	0	0.023	0.004	0	0.112	0.138	0.026	3.523	1	0.095	0.015	0.002	0	1417	0.004	0
070.BA4	2015	8.53	0.702	0	0.012	0.002	0	0.058	0.072	0.014	3.271	1	0.051	0.006	0.001	0	1417	0.002	0
070.BA5	2015	6.6	0.598	0	0	0	0	0.047	0.047	0	2.485	1	0.046	0	0.001	0	1417	0	0
070.BA6	2015	4.14	0.384	0	0	0	0	0.036	0.036	0	3.01	1	0.035	0	0.002	0	1417	0	0
070.BB	2015	2.69	0.267	0	0	0	0	0.025	0.025	0	3.013	1	0.024	0	0.002	0	1417	0	0
