regine,type,year,name,unit,value
037.A0,INDUSTRI,2005,Hg,tonn,2.9999999999999997e-05
037.A0,INDUSTRI,2005,Ni,tonn,0.046
037.A0,INDUSTRI,2005,Pb,tonn,0.025
037.A0,INDUSTRI,2005,Zn,tonn,0.556
037.A0,INDUSTRI,2006,As,tonn,0.004
037.A0,INDUSTRI,2006,Cd,tonn,0.0002
037.A0,INDUSTRI,2006,Cu,tonn,0.09
037.A0,INDUSTRI,2006,Hg,tonn,2e-05
037.A0,INDUSTRI,2006,Ni,tonn,0.039
037.A0,INDUSTRI,2006,Pb,tonn,0.003
037.A0,INDUSTRI,2006,Zn,tonn,0.0394
037.A0,INDUSTRI,2007,As,tonn,0.029
037.A0,INDUSTRI,2007,Cd,tonn,0.002
037.A0,INDUSTRI,2007,Cu,tonn,0.132
037.A0,INDUSTRI,2007,Hg,tonn,0.0001
037.A0,INDUSTRI,2007,Ni,tonn,0.061
037.A0,INDUSTRI,2007,Pb,tonn,0.024
037.A0,INDUSTRI,2007,Zn,tonn,0.367
037.A0,INDUSTRI,2008,As,tonn,0.016
037.A0,INDUSTRI,2008,Cd,tonn,0.004
037.A0,INDUSTRI,2008,Cu,tonn,0.105
037.A0,INDUSTRI,2008,Hg,tonn,0.0004
037.A0,INDUSTRI,2008,Ni,tonn,0.086
037.A0,INDUSTRI,2008,Pb,tonn,0.053
037.A0,INDUSTRI,2008,Zn,tonn,0.54
037.A0,INDUSTRI,2009,As,tonn,0.011
037.A0,INDUSTRI,2009,Cd,tonn,0.0003
037.A0,INDUSTRI,2009,Cu,tonn,0.084
037.A0,INDUSTRI,2009,Hg,tonn,4e-05
037.A0,INDUSTRI,2009,Ni,tonn,0.058
037.A0,INDUSTRI,2009,Pb,tonn,0.003
037.A0,INDUSTRI,2009,Zn,tonn,0.153
037.A0,INDUSTRI,2010,As,tonn,0.009
037.A0,INDUSTRI,2010,Cd,tonn,0.0006
037.A0,INDUSTRI,2010,Cr,tonn,0.011
037.A0,INDUSTRI,2010,Cu,tonn,0.156
037.A0,INDUSTRI,2010,Hg,tonn,5.9999999999999995e-05
037.A0,INDUSTRI,2010,Ni,tonn,0.074
037.A0,INDUSTRI,2010,Pb,tonn,0.005
037.A0,INDUSTRI,2010,Zn,tonn,0.12
037.A0,INDUSTRI,2011,As,tonn,0.016
037.A0,INDUSTRI,2011,Cd,tonn,0.0005
037.A0,INDUSTRI,2011,Cr,tonn,0.037
037.A0,INDUSTRI,2011,Cu,tonn,0.263
037.A0,INDUSTRI,2011,Hg,tonn,0.0001
037.A0,INDUSTRI,2011,Ni,tonn,0.107
037.A0,INDUSTRI,2011,Pb,tonn,0.005
037.A0,INDUSTRI,2011,Zn,tonn,0.103
037.A0,INDUSTRI,2012,As,tonn,0.009
037.A0,INDUSTRI,2012,Cd,tonn,0.001
037.A0,INDUSTRI,2012,Cu,tonn,0.051
037.A0,INDUSTRI,2012,Hg,tonn,7.000000000000001e-05
037.A0,INDUSTRI,2012,Ni,tonn,0.051
037.A0,INDUSTRI,2012,Pb,tonn,0.005
037.A0,INDUSTRI,2012,Zn,tonn,0.387
037.A0,INDUSTRI,2013,As,tonn,0.0085
037.A0,INDUSTRI,2013,Cd,tonn,0.0006
037.A0,INDUSTRI,2013,Cr,tonn,0.024300000000000002
037.A0,INDUSTRI,2013,Cu,tonn,0.0533
037.A0,INDUSTRI,2013,Hg,tonn,7.4e-05
037.A0,INDUSTRI,2013,Ni,tonn,0.067
037.A0,INDUSTRI,2013,Pb,tonn,0.0029
037.A0,INDUSTRI,2013,Zn,tonn,0.079
037.A0,INDUSTRI,2014,As,tonn,0.04722
037.A0,INDUSTRI,2014,Cd,tonn,0.0011
037.A0,INDUSTRI,2014,Cr,tonn,0.022
037.A0,INDUSTRI,2014,Cu,tonn,0.0366
037.A0,INDUSTRI,2014,Hg,tonn,2.9999999999999997e-05
037.A0,INDUSTRI,2014,Ni,tonn,0.0515
037.A0,INDUSTRI,2014,Pb,tonn,0.0032
037.A0,INDUSTRI,2014,Zn,tonn,0.036
037.A0,INDUSTRI,2015,As,tonn,0.027
037.A0,INDUSTRI,2015,Cd,tonn,0.0005
037.A0,INDUSTRI,2015,Cr,tonn,0.0373
037.A0,INDUSTRI,2015,Cu,tonn,0.0624
037.A0,INDUSTRI,2015,Hg,tonn,0.0001
037.A0,INDUSTRI,2015,Ni,tonn,0.0702
037.A0,INDUSTRI,2015,Pb,tonn,0.0085
037.A0,INDUSTRI,2015,Zn,tonn,0.3415
037.A0,INDUSTRI,2016,As,tonn,0.01005
037.A0,INDUSTRI,2016,Cd,tonn,0.00023
037.A0,INDUSTRI,2016,Cr,tonn,0.03313
037.A0,INDUSTRI,2016,Cu,tonn,0.0413
037.A0,INDUSTRI,2016,Hg,tonn,6.1e-05
037.A0,INDUSTRI,2016,Ni,tonn,0.05843
037.A0,INDUSTRI,2016,Pb,tonn,0.00264
037.A0,INDUSTRI,2016,Zn,tonn,0.05512
037.A0,INDUSTRI,2017,As,tonn,0.00764
037.A0,INDUSTRI,2017,Cd,tonn,0.00072
037.A0,INDUSTRI,2017,Cr,tonn,0.0131
037.A0,INDUSTRI,2017,Cu,tonn,0.0356
037.A0,INDUSTRI,2017,Hg,tonn,2.2e-05
037.A0,INDUSTRI,2017,Ni,tonn,0.045
037.A0,INDUSTRI,2017,Pb,tonn,0.00544
037.A0,INDUSTRI,2017,Zn,tonn,0.09947
037.A0,INDUSTRI,2018,As,tonn,0.00456
037.A0,INDUSTRI,2018,Cd,tonn,0.00126
037.A0,INDUSTRI,2018,Cr,tonn,0.0065
037.A0,INDUSTRI,2018,Cu,tonn,0.0477
037.A0,INDUSTRI,2018,Hg,tonn,7.7e-05
037.A0,INDUSTRI,2018,Ni,tonn,0.0347
037.A0,INDUSTRI,2018,Pb,tonn,0.01105
037.A0,INDUSTRI,2018,Zn,tonn,0.2508
037.A0,INDUSTRI,2019,As,tonn,0.00572
037.A0,INDUSTRI,2019,Cd,tonn,0.00018
037.A0,INDUSTRI,2019,Cr,tonn,0.00673
037.A0,INDUSTRI,2019,Cu,tonn,0.05719
037.A0,INDUSTRI,2019,Hg,tonn,6e-06
037.A0,INDUSTRI,2019,Ni,tonn,0.04391
037.A0,INDUSTRI,2019,Pb,tonn,0.00348
037.A0,INDUSTRI,2019,Zn,tonn,0.05915
038.52,INDUSTRI,2006,Cd,tonn,6.900000000000001e-05
038.52,INDUSTRI,2006,Hg,tonn,0.00014399999999999998
038.52,INDUSTRI,2006,Pb,tonn,0.000328
038.52,INDUSTRI,2007,Cd,tonn,1.2e-05
038.52,INDUSTRI,2007,Hg,tonn,5.6e-06
038.52,INDUSTRI,2007,Pb,tonn,0.000112
038.52,INDUSTRI,2008,Cd,tonn,1e-07
038.52,INDUSTRI,2008,Hg,tonn,6e-07
038.52,INDUSTRI,2008,Pb,tonn,6e-06
038.52,INDUSTRI,2009,Cd,tonn,1e-05
038.52,INDUSTRI,2009,Hg,tonn,6e-07
038.52,INDUSTRI,2009,Pb,tonn,8e-06
038.52,INDUSTRI,2010,Cd,tonn,2.9999999999999997e-05
038.52,INDUSTRI,2010,Hg,tonn,3e-06
038.52,INDUSTRI,2010,Pb,tonn,2.94e-05
039.11,INDUSTRI,1994,Cr,tonn,0.0001
039.11,INDUSTRI,1994,Ni,tonn,0.00025
039.52,INDUSTRI,2001,As,tonn,0.00106
039.52,INDUSTRI,2001,Cd,tonn,0.00034
039.52,INDUSTRI,2001,Cu,tonn,0.00302
039.52,INDUSTRI,2001,Hg,tonn,0.0001
039.52,INDUSTRI,2001,Ni,tonn,0.00478
039.52,INDUSTRI,2001,Pb,tonn,0.0004
039.52,INDUSTRI,2001,Zn,tonn,0.5026
039.52,INDUSTRI,2002,As,tonn,0.0009
039.52,INDUSTRI,2002,Cd,tonn,0.00028000000000000003
039.52,INDUSTRI,2002,Cu,tonn,0.00258
039.52,INDUSTRI,2002,Hg,tonn,0.0001
039.52,INDUSTRI,2002,Ni,tonn,0.004059999999999999
039.52,INDUSTRI,2002,Pb,tonn,0.00034
039.52,INDUSTRI,2002,Zn,tonn,0.045020000000000004
039.52,INDUSTRI,2003,As,tonn,2.6e-05
039.52,INDUSTRI,2003,Cd,tonn,7.000000000000001e-05
039.52,INDUSTRI,2003,Cu,tonn,0.00129
039.52,INDUSTRI,2003,Hg,tonn,1.5e-06
039.52,INDUSTRI,2003,Ni,tonn,0.00105
039.52,INDUSTRI,2003,Pb,tonn,7.000000000000001e-05
039.52,INDUSTRI,2003,Zn,tonn,0.0569
039.52,INDUSTRI,2004,As,tonn,3.5999999999999994e-05
039.52,INDUSTRI,2004,Cd,tonn,9.1e-05
039.52,INDUSTRI,2004,Cu,tonn,0.00177
039.52,INDUSTRI,2004,Hg,tonn,2e-06
039.52,INDUSTRI,2004,Ni,tonn,0.0014399999999999999
039.52,INDUSTRI,2004,Pb,tonn,9.800000000000001e-05
039.52,INDUSTRI,2004,Zn,tonn,0.078
039.52,INDUSTRI,2005,As,tonn,3.5999999999999994e-05
039.52,INDUSTRI,2005,Cd,tonn,9.1e-05
039.52,INDUSTRI,2005,Cu,tonn,0.00177
039.52,INDUSTRI,2005,Hg,tonn,2e-06
039.52,INDUSTRI,2005,Ni,tonn,0.0014399999999999999
039.52,INDUSTRI,2005,Pb,tonn,9.800000000000001e-05
039.52,INDUSTRI,2005,Zn,tonn,0.078
039.52,INDUSTRI,2006,As,tonn,3.5999999999999994e-05
039.52,INDUSTRI,2006,Cd,tonn,9.1e-05
039.52,INDUSTRI,2006,Cu,tonn,0.00177
039.52,INDUSTRI,2006,Hg,tonn,2e-06
039.52,INDUSTRI,2006,Ni,tonn,0.0014399999999999999
039.52,INDUSTRI,2006,Pb,tonn,9.800000000000001e-05
039.52,INDUSTRI,2006,Zn,tonn,0.078
039.52,INDUSTRI,2007,As,tonn,3.5999999999999994e-05
039.52,INDUSTRI,2007,Cd,tonn,9.1e-05
039.52,INDUSTRI,2007,Cu,tonn,0.00177
039.52,INDUSTRI,2007,Hg,tonn,2e-06
039.52,INDUSTRI,2007,Ni,tonn,0.0014399999999999999
039.52,INDUSTRI,2007,Pb,tonn,9.800000000000001e-05
039.52,INDUSTRI,2007,Zn,tonn,0.078
039.52,INDUSTRI,2008,As,tonn,0.0010409999999999998
039.52,INDUSTRI,2008,Cd,tonn,7.5e-05
039.52,INDUSTRI,2008,Cu,tonn,0.003932
039.52,INDUSTRI,2008,Hg,tonn,2e-06
039.52,INDUSTRI,2008,Ni,tonn,0.001302
039.52,INDUSTRI,2008,Pb,tonn,0.00026000000000000003
039.52,INDUSTRI,2008,Zn,tonn,0.078137
039.52,INDUSTRI,2009,As,tonn,0.0010409999999999998
039.52,INDUSTRI,2009,Cd,tonn,7.5e-05
039.52,INDUSTRI,2009,Cu,tonn,0.003932
039.52,INDUSTRI,2009,Hg,tonn,2e-06
039.52,INDUSTRI,2009,Ni,tonn,0.001302
039.52,INDUSTRI,2009,Pb,tonn,0.00026000000000000003
039.52,INDUSTRI,2009,Zn,tonn,0.078137
039.52,INDUSTRI,2010,As,tonn,0.0010409999999999998
039.52,INDUSTRI,2010,Cd,tonn,7.5e-05
039.52,INDUSTRI,2010,Cr,tonn,0.000651
039.52,INDUSTRI,2010,Cu,tonn,0.003932
039.52,INDUSTRI,2010,Hg,tonn,2e-06
039.52,INDUSTRI,2010,Ni,tonn,0.001302
039.52,INDUSTRI,2010,Pb,tonn,0.00026000000000000003
039.52,INDUSTRI,2010,Zn,tonn,0.078137
039.52,INDUSTRI,2011,As,tonn,0.0008
039.52,INDUSTRI,2011,Cd,tonn,0.004
039.52,INDUSTRI,2011,Cr,tonn,0.004
039.52,INDUSTRI,2011,Cu,tonn,0.0056
039.52,INDUSTRI,2011,Hg,tonn,7e-06
039.52,INDUSTRI,2011,Ni,tonn,0.0072
039.52,INDUSTRI,2011,Pb,tonn,0.01201
039.52,INDUSTRI,2011,Zn,tonn,0.153
039.52,INDUSTRI,2012,As,tonn,0.0005
039.52,INDUSTRI,2012,Cd,tonn,0.0027
039.52,INDUSTRI,2012,Cu,tonn,0.0038
039.52,INDUSTRI,2012,Hg,tonn,5e-06
039.52,INDUSTRI,2012,Ni,tonn,0.004900000000000001
039.52,INDUSTRI,2012,Pb,tonn,0.0081
039.52,INDUSTRI,2012,Zn,tonn,0.1035
039.52,INDUSTRI,2013,Zn,tonn,0.0834
039.52,INDUSTRI,2014,As,tonn,0.0004
039.52,INDUSTRI,2014,Cd,tonn,0.0019
039.52,INDUSTRI,2014,Cr,tonn,0.0019
039.52,INDUSTRI,2014,Cu,tonn,0.003
039.52,INDUSTRI,2014,Hg,tonn,3e-06
039.52,INDUSTRI,2014,Ni,tonn,0.0334
039.52,INDUSTRI,2014,Pb,tonn,0.0056
039.52,INDUSTRI,2014,Zn,tonn,0.0708
039.52,INDUSTRI,2015,As,tonn,0.0004
039.52,INDUSTRI,2015,Cd,tonn,0.001
039.52,INDUSTRI,2015,Cr,tonn,0.001
039.52,INDUSTRI,2015,Cu,tonn,0.0015
039.52,INDUSTRI,2015,Hg,tonn,0.0001
039.52,INDUSTRI,2015,Ni,tonn,0.001
039.52,INDUSTRI,2015,Pb,tonn,0.0048
039.52,INDUSTRI,2015,Zn,tonn,0.053200000000000004
039.52,INDUSTRI,2016,As,tonn,0.0004
039.52,INDUSTRI,2016,Cd,tonn,0.001
039.52,INDUSTRI,2016,Cr,tonn,0.001
039.52,INDUSTRI,2016,Cu,tonn,0.0016
039.52,INDUSTRI,2016,Hg,tonn,0.0001
039.52,INDUSTRI,2016,Ni,tonn,0.001
039.52,INDUSTRI,2016,Pb,tonn,0.0051
039.52,INDUSTRI,2016,Zn,tonn,0.0562
039.52,INDUSTRI,2017,As,tonn,0.0005
039.52,INDUSTRI,2017,Cd,tonn,0.0013
039.52,INDUSTRI,2017,Cr,tonn,0.0013
039.52,INDUSTRI,2017,Cu,tonn,0.0021
039.52,INDUSTRI,2017,Hg,tonn,0.000131
039.52,INDUSTRI,2017,Ni,tonn,0.0001
039.52,INDUSTRI,2017,Pb,tonn,0.0067
039.52,INDUSTRI,2017,Zn,tonn,0.0716
039.52,INDUSTRI,2018,As,tonn,0.0005
039.52,INDUSTRI,2018,Cd,tonn,0.0013
039.52,INDUSTRI,2018,Cr,tonn,0.0013
039.52,INDUSTRI,2018,Cu,tonn,0.0021
039.52,INDUSTRI,2018,Hg,tonn,0.000132
039.52,INDUSTRI,2018,Ni,tonn,0.0001
039.52,INDUSTRI,2018,Pb,tonn,0.0068
039.52,INDUSTRI,2018,Zn,tonn,0.0719
039.52,INDUSTRI,2019,As,tonn,0.0
039.52,INDUSTRI,2019,Cd,tonn,0.0
039.52,INDUSTRI,2019,Cr,tonn,0.0
039.52,INDUSTRI,2019,Cu,tonn,0.0
039.52,INDUSTRI,2019,Hg,tonn,0.0
039.52,INDUSTRI,2019,Ni,tonn,0.0
039.52,INDUSTRI,2019,Pb,tonn,0.0
039.52,INDUSTRI,2019,Zn,tonn,0.0682
039.80,INDUSTRI,2009,As,tonn,1.631
039.80,INDUSTRI,2009,Cd,tonn,0.035
039.80,INDUSTRI,2010,As,tonn,1.893
039.80,INDUSTRI,2010,Cd,tonn,0.017
039.80,INDUSTRI,2010,Cr,tonn,0.101
039.80,INDUSTRI,2011,As,tonn,1.3695
039.80,INDUSTRI,2011,Cd,tonn,0.016300000000000002
039.80,INDUSTRI,2011,Cr,tonn,0.13419999999999999
039.80,INDUSTRI,2012,As,tonn,1.4485
039.80,INDUSTRI,2012,Cd,tonn,0.015300000000000001
039.80,INDUSTRI,2013,As,tonn,0.9204
039.80,INDUSTRI,2013,Cd,tonn,0.0125
039.80,INDUSTRI,2013,Cr,tonn,0.4248
039.80,INDUSTRI,2014,As,tonn,1.4899
039.80,INDUSTRI,2014,Cd,tonn,0.0177
039.80,INDUSTRI,2014,Cr,tonn,0.4605
039.80,INDUSTRI,2015,As,tonn,1.4367
039.80,INDUSTRI,2015,Cd,tonn,0.0292
039.80,INDUSTRI,2015,Cr,tonn,0.3371
039.80,INDUSTRI,2016,As,tonn,1.589
039.80,INDUSTRI,2016,Cd,tonn,0.0132
039.80,INDUSTRI,2016,Cr,tonn,0.3161
039.80,INDUSTRI,2017,As,tonn,1.251
039.80,INDUSTRI,2017,Cd,tonn,0.0201
039.80,INDUSTRI,2017,Cr,tonn,0.412
039.80,INDUSTRI,2018,As,tonn,1.246
039.80,INDUSTRI,2018,Cd,tonn,0.012
039.80,INDUSTRI,2018,Cr,tonn,0.79
039.80,INDUSTRI,2019,As,tonn,1.916
039.80,INDUSTRI,2019,Cd,tonn,0.0199
039.80,INDUSTRI,2019,Cr,tonn,0.1324
039.80,RENSEANLEGG,2005,As,tonn,0.0008
039.80,RENSEANLEGG,2005,Cd,tonn,0.00012
039.80,RENSEANLEGG,2005,Cr,tonn,0.002
039.80,RENSEANLEGG,2005,Cu,tonn,0.032
039.80,RENSEANLEGG,2005,Hg,tonn,2e-05
039.80,RENSEANLEGG,2005,Ni,tonn,0.00672
039.80,RENSEANLEGG,2005,Pb,tonn,0.00242
039.80,RENSEANLEGG,2005,Zn,tonn,0.091
039.80,RENSEANLEGG,2009,As,tonn,0.008257
039.80,RENSEANLEGG,2009,Cd,tonn,0.001865
039.80,RENSEANLEGG,2009,Cr,tonn,0.059148000000000006
039.80,RENSEANLEGG,2009,Cu,tonn,0.308925
039.80,RENSEANLEGG,2009,Hg,tonn,0.001648
039.80,RENSEANLEGG,2009,Ni,tonn,0.0727
039.80,RENSEANLEGG,2009,Pb,tonn,0.0465
039.80,RENSEANLEGG,2009,Zn,tonn,0.9136
039.80,RENSEANLEGG,2010,As,tonn,0.006626
039.80,RENSEANLEGG,2010,Cd,tonn,0.002037
039.80,RENSEANLEGG,2010,Cr,tonn,0.025408
039.80,RENSEANLEGG,2010,Cu,tonn,0.280362
039.80,RENSEANLEGG,2010,Hg,tonn,0.000669
039.80,RENSEANLEGG,2010,Ni,tonn,0.05915
039.80,RENSEANLEGG,2010,Pb,tonn,0.095778
039.80,RENSEANLEGG,2010,Zn,tonn,0.77798
039.80,RENSEANLEGG,2011,As,tonn,0.005234000000000001
039.80,RENSEANLEGG,2011,Cd,tonn,0.000773
039.80,RENSEANLEGG,2011,Cr,tonn,0.018798
039.80,RENSEANLEGG,2011,Cu,tonn,0.15781799999999999
039.80,RENSEANLEGG,2011,Hg,tonn,4.1e-05
039.80,RENSEANLEGG,2011,Ni,tonn,0.025547
039.80,RENSEANLEGG,2011,Pb,tonn,0.016512000000000002
039.80,RENSEANLEGG,2011,Zn,tonn,0.51468
039.80,RENSEANLEGG,2012,As,tonn,0.007447
039.80,RENSEANLEGG,2012,Cd,tonn,0.0013390000000000001
039.80,RENSEANLEGG,2012,Cr,tonn,0.029061
039.80,RENSEANLEGG,2012,Cu,tonn,0.304591
039.80,RENSEANLEGG,2012,Hg,tonn,0.000458
039.80,RENSEANLEGG,2012,Ni,tonn,0.05305
039.80,RENSEANLEGG,2012,Pb,tonn,0.03364
039.80,RENSEANLEGG,2012,Zn,tonn,0.88961
039.80,RENSEANLEGG,2013,As,tonn,0.009632
039.80,RENSEANLEGG,2013,Cd,tonn,0.002074
039.80,RENSEANLEGG,2013,Cu,tonn,0.36505200000000004
039.80,RENSEANLEGG,2013,Hg,tonn,0.0021
039.80,RENSEANLEGG,2013,Ni,tonn,0.09754099999999999
039.80,RENSEANLEGG,2013,Pb,tonn,0.017919
039.80,RENSEANLEGG,2013,Zn,tonn,1.4033840000000002
039.80,RENSEANLEGG,2014,As,tonn,0.0073
039.80,RENSEANLEGG,2014,Cd,tonn,0.0009
039.80,RENSEANLEGG,2014,Cr,tonn,0.06121
039.80,RENSEANLEGG,2014,Cu,tonn,0.20132
039.80,RENSEANLEGG,2014,Hg,tonn,0.0004
039.80,RENSEANLEGG,2014,Ni,tonn,0.08907
039.80,RENSEANLEGG,2014,Pb,tonn,0.06751
039.80,RENSEANLEGG,2014,Zn,tonn,1.14895
039.80,RENSEANLEGG,2015,As,tonn,0.009810000000000001
039.80,RENSEANLEGG,2015,Cd,tonn,0.00038
039.80,RENSEANLEGG,2015,Cr,tonn,0.00718
039.80,RENSEANLEGG,2015,Cu,tonn,0.10997
039.80,RENSEANLEGG,2015,Hg,tonn,0.00027
039.80,RENSEANLEGG,2015,Ni,tonn,0.03296
039.80,RENSEANLEGG,2015,Pb,tonn,0.00857
039.80,RENSEANLEGG,2015,Zn,tonn,0.37714
039.80,RENSEANLEGG,2016,As,tonn,0.00726
039.80,RENSEANLEGG,2016,Cd,tonn,0.00042
039.80,RENSEANLEGG,2016,Cr,tonn,0.00563
039.80,RENSEANLEGG,2016,Cu,tonn,0.08203
039.80,RENSEANLEGG,2016,Hg,tonn,0.00016
039.80,RENSEANLEGG,2016,Ni,tonn,0.0264
039.80,RENSEANLEGG,2016,Pb,tonn,0.00629
039.80,RENSEANLEGG,2016,Zn,tonn,0.26871
039.80,RENSEANLEGG,2017,As,tonn,0.061768
039.80,RENSEANLEGG,2017,Cd,tonn,0.004412
039.80,RENSEANLEGG,2017,Cr,tonn,0.597827
039.80,RENSEANLEGG,2017,Cu,tonn,1.290515
039.80,RENSEANLEGG,2017,Hg,tonn,0.001103
039.80,RENSEANLEGG,2017,Ni,tonn,0.769896
039.80,RENSEANLEGG,2017,Pb,tonn,0.076107
039.80,RENSEANLEGG,2017,Zn,tonn,4.632611
039.80,RENSEANLEGG,2018,As,tonn,0.006155
039.80,RENSEANLEGG,2018,Cd,tonn,0.000694
039.80,RENSEANLEGG,2018,Cr,tonn,0.010403
039.80,RENSEANLEGG,2018,Cu,tonn,0.109488
039.80,RENSEANLEGG,2018,Hg,tonn,8.7e-05
039.80,RENSEANLEGG,2018,Ni,tonn,0.030601
039.80,RENSEANLEGG,2018,Pb,tonn,0.008235
039.80,RENSEANLEGG,2018,Zn,tonn,0.400244
039.80,RENSEANLEGG,2019,As,tonn,0.009208
039.80,RENSEANLEGG,2019,Cd,tonn,0.000333
039.80,RENSEANLEGG,2019,Cr,tonn,0.006878
039.80,RENSEANLEGG,2019,Cu,tonn,0.14921
039.80,RENSEANLEGG,2019,Hg,tonn,4.4e-05
039.80,RENSEANLEGG,2019,Ni,tonn,0.04382
039.80,RENSEANLEGG,2019,Pb,tonn,0.007766
040.1,INDUSTRI,2001,As,tonn,7.000000000000001e-05
040.1,INDUSTRI,2001,Cd,tonn,0.00011
040.1,INDUSTRI,2001,Cr,tonn,0.0008900000000000001
040.1,INDUSTRI,2001,Cu,tonn,0.001623
040.1,INDUSTRI,2001,Hg,tonn,2.9999999999999997e-05
040.1,INDUSTRI,2001,Ni,tonn,0.002013
040.1,INDUSTRI,2001,Pb,tonn,0.00031
040.1,INDUSTRI,2001,Zn,tonn,0.017833
040.1,INDUSTRI,2002,As,tonn,1e-05
040.1,INDUSTRI,2002,Cd,tonn,2e-05
040.1,INDUSTRI,2002,Cr,tonn,0.00020999999999999998
040.1,INDUSTRI,2002,Cu,tonn,0.00013
040.1,INDUSTRI,2002,Hg,tonn,1e-06
040.1,INDUSTRI,2002,Ni,tonn,0.00025
040.1,INDUSTRI,2002,Pb,tonn,5e-05
040.1,INDUSTRI,2002,Zn,tonn,0.00083
040.1,INDUSTRI,2003,As,tonn,1.8e-05
040.1,INDUSTRI,2003,Cd,tonn,4.9000000000000005e-05
040.1,INDUSTRI,2003,Cr,tonn,0.00038
040.1,INDUSTRI,2003,Cu,tonn,0.000263
040.1,INDUSTRI,2003,Hg,tonn,1e-06
040.1,INDUSTRI,2003,Ni,tonn,0.00044
040.1,INDUSTRI,2003,Pb,tonn,0.000105
040.1,INDUSTRI,2003,Zn,tonn,0.00172
040.1,INDUSTRI,2004,As,tonn,1e-05
040.1,INDUSTRI,2004,Cd,tonn,5.1e-05
040.1,INDUSTRI,2004,Cr,tonn,0.00023799999999999998
040.1,INDUSTRI,2004,Cu,tonn,0.000158
040.1,INDUSTRI,2004,Hg,tonn,1e-06
040.1,INDUSTRI,2004,Ni,tonn,0.00023
040.1,INDUSTRI,2004,Pb,tonn,6.3e-05
040.1,INDUSTRI,2004,Zn,tonn,0.001536
040.1,INDUSTRI,2005,As,tonn,8e-05
040.1,INDUSTRI,2005,Cd,tonn,2e-05
040.1,INDUSTRI,2005,Cr,tonn,0.00022
040.1,INDUSTRI,2005,Cu,tonn,0.00012
040.1,INDUSTRI,2005,Hg,tonn,1e-06
040.1,INDUSTRI,2005,Ni,tonn,0.00019
040.1,INDUSTRI,2005,Pb,tonn,2.4e-05
040.1,INDUSTRI,2005,Zn,tonn,0.001
040.1,INDUSTRI,2006,As,tonn,0.00011
040.1,INDUSTRI,2006,Cd,tonn,4e-05
040.1,INDUSTRI,2006,Cr,tonn,0.00078
040.1,INDUSTRI,2006,Cu,tonn,0.00026000000000000003
040.1,INDUSTRI,2006,Hg,tonn,1e-06
040.1,INDUSTRI,2006,Ni,tonn,0.00055
040.1,INDUSTRI,2006,Pb,tonn,4e-05
040.1,INDUSTRI,2006,Zn,tonn,0.00501
040.1,INDUSTRI,2007,As,tonn,0.00014000000000000001
040.1,INDUSTRI,2007,Cd,tonn,7.000000000000001e-05
040.1,INDUSTRI,2007,Cr,tonn,0.00105
040.1,INDUSTRI,2007,Cu,tonn,0.00041
040.1,INDUSTRI,2007,Hg,tonn,1e-06
040.1,INDUSTRI,2007,Ni,tonn,0.00034
040.1,INDUSTRI,2007,Pb,tonn,0.00013
040.1,INDUSTRI,2007,Zn,tonn,0.00731
040.1,INDUSTRI,2008,As,tonn,2.2e-05
040.1,INDUSTRI,2008,Cd,tonn,4.4999999999999996e-05
040.1,INDUSTRI,2008,Cu,tonn,0.00047099999999999996
040.1,INDUSTRI,2008,Hg,tonn,3e-07
040.1,INDUSTRI,2008,Ni,tonn,0.000151
040.1,INDUSTRI,2008,Pb,tonn,8.8e-05
040.1,INDUSTRI,2008,Zn,tonn,0.0009689999999999999
040.1,INDUSTRI,2009,As,tonn,0.0038900000000000002
040.1,INDUSTRI,2009,Cd,tonn,0.00226
040.1,INDUSTRI,2009,Cu,tonn,0.0202
040.1,INDUSTRI,2009,Hg,tonn,4e-06
040.1,INDUSTRI,2009,Ni,tonn,0.0696
040.1,INDUSTRI,2009,Pb,tonn,0.005679999999999999
040.1,INDUSTRI,2009,Zn,tonn,0.0033599999999999997
040.1,INDUSTRI,2010,As,tonn,0.0148
040.1,INDUSTRI,2010,Cd,tonn,0.0064800000000000005
040.1,INDUSTRI,2010,Cr,tonn,0.00197
040.1,INDUSTRI,2010,Cu,tonn,0.06039
040.1,INDUSTRI,2010,Hg,tonn,5e-05
040.1,INDUSTRI,2010,Ni,tonn,0.20148
040.1,INDUSTRI,2010,Pb,tonn,0.01565
040.1,INDUSTRI,2010,Zn,tonn,0.033409999999999995
040.1,INDUSTRI,2011,As,tonn,0.0024
040.1,INDUSTRI,2011,Cd,tonn,0.00061
040.1,INDUSTRI,2011,Cr,tonn,0.00011
040.1,INDUSTRI,2011,Cu,tonn,0.01676
040.1,INDUSTRI,2011,Hg,tonn,1e-05
040.1,INDUSTRI,2011,Ni,tonn,0.032619999999999996
040.1,INDUSTRI,2011,Pb,tonn,0.00235
040.1,INDUSTRI,2011,Zn,tonn,0.00492
040.1,INDUSTRI,2012,As,tonn,0.00158
040.1,INDUSTRI,2012,Cd,tonn,0.00014199999999999998
040.1,INDUSTRI,2012,Cr,tonn,0.0
040.1,INDUSTRI,2012,Cu,tonn,0.197
040.1,INDUSTRI,2012,Hg,tonn,4e-06
040.1,INDUSTRI,2012,Ni,tonn,0.197
040.1,INDUSTRI,2012,Pb,tonn,0.0018100000000000002
040.1,INDUSTRI,2012,Zn,tonn,0.01419
