regine;a_lake_km2
015.JBC6;2.3862
015.JBC2;5.0864
015.JBC4;0.5916
015.JBC5;1.4254
015.JBC7;0.5990
015.JBC3;0.2673
015.JBC1;5.1258
015.JBC8;0.3964
001.GC;13.1255
313.1D;13.9473
313.1E1;0.0000
313.1E2;0.0001
155.BC;12.8228
109.5E6;0.6348
109.5E1;1.8755
109.5E2;1.8621
109.5E3;2.0648
109.5E4;3.0032
109.5E8;0.1541
109.5F;2.6220
109.5E5;0.9122
109.5E7;0.4762
109.5D3;0.5996
109.5G;1.5922
246.FD;1.2033
246.FC;12.6412
027.AA;0.5603
027.AB;16.4899
212.G2Z;0.6595
212.H22;3.3791
212.H2A0;1.1437
212.G31;1.3310
212.G50;0.1173
212.G60;0.1596
212.H1;2.6337
212.G20;1.0211
212.G32;0.4665
212.G72;1.5728
212.G12;0.2213
212.H21;0.0443
212.G71;0.9564
212.G8;2.3063
212.G40;2.1102
212.G3Z;0.5859
212.G4A0;0.4387
212.G5Z;2.1250
212.GA1;0.2502
212.GA2;0.0037
167.F;12.6373
167.E3;0.0010
167.E4;0.0012
151.DC3;7.8387
151.DC4;4.0961
151.DC5;0.0569
151.DC2;0.0007
151.DC6;0.0568
151.DC1;0.0021
311.DB10;3.5979
311.DB31;1.5362
311.DB320;0.3425
311.DB2;3.0768
311.DB33;0.2096
311.DB4;3.1785
311.DA;0.2087
311.DB1A20;0.1098
311.DC2;0.0045
311.DB3A;0.0005
311.DB1A1;0.0303
311.DB32A;0.0000
172.AD;12.1779
206.C9;0.4515
206.C20;10.2338
206.C1;1.8366
206.B62;0.0025
206.D;3.8387
206.CA;0.0821
206.B52;0.0011
206.B61;0.0633
085.G1;5.4642
085.G21;5.9688
085.G22;0.1370
085.G2A2;0.0000
085.G2A10;0.0000
164.DC;11.7434
164.DD;6.1030
164.DB;0.0171
083.C4;4.6800
083.C1;1.7251
083.C32;1.5627
083.C9;0.3455
083.C2;1.5525
083.C31;2.3079
083.D1;0.0026
083.D2;0.0056
012.M3;5.3583
012.M4;7.6455
012.N20;0.0749
012.N1;0.2032
019.C12;0.9951
019.C22;1.5549
019.C4;5.4309
019.C3;7.0483
019.C11;0.6067
019.C21;0.5449
015.R51;3.3052
015.R5Z;2.6116
015.R62;3.3633
015.R52;1.9194
015.R61;3.0161
015.R6A0;1.0906
050.AE5;0.0420
050.AE6;0.0768
036.BAE;12.0435
036.BAD;0.1346
164.B42;2.5811
164.B21;1.2578
164.B41;1.7992
164.B3;3.1855
164.B1;2.2256
164.B22;0.3448
164.B2A;0.0000
164.B4A;0.0889
170.B4;1.0958
170.B5;2.3295
170.B12;1.0092
170.B9;0.1619
170.B6;2.6864
170.B3;1.0752
170.B11;2.0841
170.B2;1.3108
170.C1;0.0001
170.BA;0.0488
170.A;0.0006
170.C2;0.0001
015.PC;15.4583
015.PD;5.1477
015.PB;0.2702
001.A8;0.0695
001.B21;5.7334
001.B10;1.8976
001.B22;3.8634
001.A7;0.0643
001.A6;0.0002
001.A5;0.0004
122.2B12;6.1069
122.2B11;0.7965
122.2B2;6.0901
122.2A6;0.0000
122.2A5;0.0002
088.2B21;5.0350
088.2B22;0.6144
088.2B1;5.1162
088.2A;0.0380
088.2C;0.2253
012.CHB;11.5525
012.CHC;4.1089
151.DB1;5.2963
151.DB2;5.6992
151.DB3;0.1063
151.DA;0.3443
112.BC;12.3050
112.BD20;0.0000
112.BB;6.8819
112.BD1;0.0000
019.F2D1;0.8691
019.F2D4;6.9263
019.F2D3;2.3826
019.F2D2;1.2204
019.F2C;0.0000
019.F2D5;0.0145
019.F2D6;0.0628
050.CB;9.5621
050.CC0;1.1093
234.FE;13.9936
234.FD;2.4794
083.E0;11.1479
083.D6;0.0581
083.D5;0.0147
083.EA0;0.0000
083.F;1.6894
196.2C;10.5710
196.2D;0.8916
246.A12;0.2052
246.A3;11.8516
246.A2;0.0212
246.A4;0.0076
061.D;11.0294
122.AD;10.4138
122.AC4;0.0041
122.AC3;0.5371
122.AE;0.0506
156.FE;10.0384
303.2E;10.0841
303.2D;0.6071
303.2F;2.5395
246.CB0;2.5523
246.CC;10.5532
246.CA3;0.0108
173.3B;10.1253
173.3A;0.3162
173.3C;0.1836
139.AE;10.6767
139.AF;1.8208
002.MBD0;9.9758
002.MBE;0.3438
002.MBC;0.1341
002.MBDA;0.6977
244.AF;10.0167
244.AE;0.8890
002.DD1B;9.7143
002.DD1C;0.6980
012.EB4B6;0.0995
012.EB4B5;0.3431
012.EB4B2;0.8746
012.EB4B1;1.9748
012.EB4B82;2.0736
012.EB4B41;0.3115
012.EB4B42;0.1712
012.EB4B71;0.7832
012.EB4B72;0.6589
012.EB4B4Z;2.2058
012.EB4B3;0.1378
012.EB4B81;1.0905
012.JCF;9.9800
165.1D;11.2868
165.1C;0.0001
155.D7B;9.8822
155.D7A;1.5589
141.D;10.5948
141.C;3.1218
307.6D22;6.3859
307.6D21;3.2022
307.6D1;1.3986
307.6D2A;0.0000
307.6E;0.0534
134.C21;0.2149
134.C22;2.7233
134.B;4.2315
134.C1;3.0626
019.J21;0.5011
019.J221;3.3396
019.J1;3.7891
019.J222;2.1213
019.H82;0.0002
019.J4;0.0027
019.J3;0.0041
019.J2Z;2.6926
019.J22Z;1.5825
019.H72;0.0003
033.AB0;9.4893
033.AA;0.0000
196.2A22;2.4220
196.2A21;1.9559
196.2A1;4.6300
131.1B;9.0676
131.1A;1.0480
016.CCB;9.3906
141.AB;8.7793
012.EDB8;1.0602
012.EDB32;1.7200
012.EDB7;2.2256
012.EDB6;1.2568
012.EDB5;1.7671
012.EDB42;1.6113
246.6B;9.0293
246.6A;3.1929
029.2C;1.5945
029.2B;8.9946
029.2D1;0.0000
073.CBC;0.4040
073.CBB;8.8329
189.D;8.8690
041.C;8.9048
041.D;3.7084
076.G63;0.0545
076.H3;2.1673
076.H4;2.8761
076.H1;1.9652
076.H2;1.2322
076.G5;0.0362
311.J4E;8.5004
311.J4D6;0.0097
311.J4D5;0.0035
212.FC1;2.9003
212.FC21;1.8331
212.FB0;2.8106
212.FC22;1.4080
212.FD0;0.1920
212.FC2Z;0.2914
212.FAA0;2.6975
212.FA2;0.0272
212.FBA;4.4066
212.FA12;0.0113
307.7B;9.4405
307.7A;2.3334
028.4B;8.0986
022.ED;8.6188
022.EC;1.0486
022.EE0;2.3552
124.C6B;8.1001
124.C6A6;0.0000
124.C6A5;0.0000
002.A2B;0.3477
151.1B12;0.0503
151.1B11;0.0334
151.1B2;0.0437
151.1C0;8.0144
151.1B1A;0.0056
151.1CA;0.8649
076.BB;7.8433
076.BA;0.1087
076.BC;0.3140
229.C;10.5263
229.B4;1.3658
229.B1B;0.1384
229.B3;0.0006
088.1B;8.1514
088.1A;0.6793
088.1C;0.3934
021.GB4;2.0270
021.GB2;2.5250
021.GB120;0.0324
021.GB3;2.4378
021.GB1120;0.4921
021.GB130;0.3856
021.GB14;0.6979
021.GB111;0.1518
021.GA220;0.1285
021.GA12;0.1764
019.AB12;0.5336
019.AB11;1.8341
019.AB2;5.6048
019.AB1A;1.4156
019.AA;0.1912
119.1B11;2.3352
119.1B23;0.1368
119.1B21;0.6213
119.1B12;1.8767
119.1B220;2.6894
119.1B22A;0.0030
119.1C;0.3875
119.1B1Z;0.9085
001.D1;2.8959
001.C6;0.4443
001.D2;5.5210
001.C5;0.4587
001.D4;0.0000
196.5B;7.9128
196.5A;1.4720
196.5C;0.0079
016.BECD;8.7254
016.BECE0;1.5936
024.C3;3.1501
024.C9;0.5624
024.C40;1.7615
024.C2;1.4078
024.C1;1.3045
024.CA0;0.0486
024.D10;0.0422
024.D2;0.0004
041.1B;11.3150
041.1A;0.0002
060.5B;8.5361
062.E12;0.3755
062.E22;3.3084
062.E11;3.0306
062.E21;0.8471
062.F0;0.0035
062.D;0.3442
101.5B;7.8018
101.5A;0.1000
063.BC;8.7406
127.BB1;3.2139
127.BB22;1.2736
127.BB21;3.2577
127.BA6;0.1509
127.BC;1.1499
127.BA5;0.0002
127.BB2A;0.2710
074.B9;0.1364
074.B11;0.9323
074.B2;3.7472
074.B12;2.8502
074.C11;0.0009
074.C2;0.0000
074.A;0.0017
122.E4C;8.0040
002.DHFB;7.5551
224.F20;7.0531
224.F1;0.5280
224.F2Z;0.1520
224.E22;0.0039
224.G0;0.2837
224.E12;0.0002
170.BB;7.5389
002.DHCC;9.0504
308.A0;8.3423
308.B;3.4730
308.AZ;0.9273
308.41;0.0017
012.N2C;2.7367
012.N2B;4.8678
012.N2A;0.0426
001.C31;1.6657
001.C1;2.0935
001.C4;1.8901
001.C2;0.3397
001.C32;2.8408
001.C3A;0.1796
001.B7;1.1078
001.B8;0.1897
123.B7C;7.5371
123.B7B;0.0674
166.5AAB;8.0912
002.DFBE;7.2831
002.DFBD;0.0002
020.BAB2;0.3791
020.BAB11;0.7306
020.BAB1A;0.5463
020.BAB12;0.4789
020.BAC;3.1760
020.BAB32;0.4795
020.BAB4;5.6223
020.BAB31;1.2934
307.8B22;1.4457
307.8A;0.0308
307.8B21;1.3839
307.8B1;4.3810
307.8B2Z;1.5364
203.8B;7.5521
203.8C;1.4915
203.8A;0.0008
139.DC1B;7.7205
128.AAAC;0.7451
128.AAAB0;6.9742
128.AAABZ;0.4843
139.DB1;2.6470
139.DB2;2.3638
212.HGB;7.8541
212.HGA;0.0008
212.HGC0;0.0021
021.J8;3.6615
021.J7;1.2483
021.J9;2.0346
021.JA0;1.1545
021.J5;0.0037
021.J60;0.0216
155.4C;7.8626
155.4D1;0.0245
155.4D20;0.0018
212.GGB;7.2846
025.P;2.0433
025.N;9.9486
036.E31;2.4347
036.E40;2.1696
036.E320;0.6863
036.F20;0.0409
036.E2;2.2315
036.D4;0.3368
036.D3;0.2623
036.F1;0.0234
036.E10;0.0248
049.B3;1.6783
049.B220;0.5473
049.B9;0.8385
049.B1;2.7341
049.B4;0.3181
049.B21;1.2492
049.BA11;0.0029
049.C2;0.0674
049.B2A2;0.0000
049.C1;0.2228
049.BA2;0.0007
049.B22A;0.0000
049.B2A1;0.0000
002.B6B;7.2674
016.J1C;7.1384
016.J1B;1.6156
016.J1D;1.6981
002.DD5D;6.9528
002.DD5C;0.0197
021.L0;3.4727
021.M3;2.2371
021.M4;0.2836
021.M10;0.1197
021.M20;0.9668
021.K52;0.0003
021.K6;1.1373
196.CC1;3.9548
196.CC2;2.3467
196.CC9;0.4123
196.CCA;0.2233
196.DAB1;1.7051
196.DAB9;0.6230
196.DAB2;4.5779
196.DABZ;0.1116
196.DAA;0.0609
196.DAC0;0.4592
021.DB;6.9547
019.DF3;1.0042
019.DF1;1.5173
019.DF41;0.2034
019.DF2;0.9111
019.DF42;1.4103
019.DF6;0.9855
019.DF5;1.0271
019.DE62;0.1712
019.DE5;0.3473
019.DG;2.5164
125.4E11;3.1445
125.4E2;3.4423
125.4E12;0.3678
125.4F2;0.0283
125.4F1;0.0987
125.4D;6.6681
036.H12;0.4291
036.H4;1.6284
036.H2;2.3956
036.H11;1.6698
036.H3;1.0580
036.G12;0.0014
036.G2;0.4576
112.BA;0.0207
212.C3;0.0447
212.B81;0.3450
212.B7;0.4889
212.C4;0.0637
212.C1;3.8686
212.C22;2.3647
212.B82;0.5536
212.C21;1.2958
212.B8A;0.3031
212.C2A;0.3160
308.4E22;2.7908
308.4E21;1.7577
308.4E1;2.5645
308.4F;2.0358
308.4D;0.2790
308.4E2A;0.0018
035.AC;7.4543
119.6B;7.4721
119.6C;0.0173
196.A5B22;0.9436
196.A5B1;4.1683
196.A5B21;1.9575
196.A5B2Z;0.6654
196.A5C;0.8474
196.A5A;0.0323
015.NC;0.8550
015.ND9;2.4342
015.ND1;3.4381
015.ND2;0.5279
012.LH9;0.0876
012.LJ;0.8347
012.LH2;2.0459
012.LH1;4.6888
012.LHA0;0.0013
166.4A;6.7318
307.6F;8.2558
307.6G;0.6191
139.AC2;2.3134
139.AC1;4.7523
139.AC4;0.0088
139.AB4;0.0160
139.AC3;0.0051
002.DD5B0;7.3910
002.DD5A5;0.1030
177.5B;7.4175
177.5C;0.0809
022.E2C7;0.7574
022.E2C2;3.5624
022.E2C4;4.1169
022.E2C8;0.3779
022.E2C9;0.0338
022.E2C5;0.0432
022.E2C1;1.5263
022.F4B;0.5934
022.E2C6;0.0314
022.E2C3;1.1300
022.E2B3;0.8131
022.E2B4;0.3714
022.E2CA;1.8025
022.E2D2;0.0007
022.E2D1;0.0002
012.LD;6.8929
246.E1;0.7011
246.D3;6.7211
246.D1;0.1001
246.D4;0.0225
246.D2;0.0044
162.6C;6.6970
162.6B3;0.2693
002.DHL;8.6495
173.AAB;6.6641
173.AAA;0.0142
168.7B;8.9702
123.EC2;3.2217
123.EC9;0.6414
123.EC1;3.0781
123.ECA0;0.0000
123.ED;1.0188
077.B;6.8005
077.A4;0.0278
085.D;3.4757
085.E;3.0850
085.C12;0.0143
085.C2;0.1105
016.G4B;7.2254
016.G4C;1.1847
161.2B2;0.2812
161.2B1;0.3254
161.2B3;4.4589
161.2B4;2.4331
161.2A;0.2962
012.BB42;3.3678
012.BB31;2.0716
012.BB32;1.0389
012.BB41;0.1027
012.BB4A2;0.0018
012.BC21;0.4562
012.BB2;0.3325
012.BB1;0.5543
012.BB3Z;0.5438
012.BB4A10;0.0027
012.BC11;0.0191
051.1A1B;7.5241
051.1A1A;0.1305
079.7C;3.5498
079.7E12;1.1504
079.7D;0.1876
079.7E2;1.8117
079.7E11;0.5616
079.7E1A;0.0001
079.7B;0.0046
127.D3;5.1682
127.D4;2.2253
127.D2;0.1154
127.E1;0.0899
127.E21;0.0000
155.F;8.8802
155.G;1.2629
002.DHC0;6.4548
002.DHBA2;0.3569
002.DHBA10;0.0080
062.CB;7.2499
062.CA32;0.0344
155.B5;5.2064
155.B6;2.3014
155.B8;0.0445
155.B7;0.0151
138.5D;7.0388
209.5C;8.0547
016.BEG2;4.5432
016.BEG4;0.9025
016.BEG1;2.5141
016.BEG3;0.6994
001.1A2B;6.9915
001.1A2A;0.1209
311.GB;6.3795
311.GC11;0.1499
311.GC2;0.1375
144.E1;1.0601
144.E4;2.1993
144.E5;2.0875
144.E6;0.3739
144.E2;0.5225
144.E3;3.9650
144.F2;0.5828
144.D80;0.0007
144.F1;0.1751
144.D7;0.0019
073.AD1;1.4542
073.AD4;0.9183
073.AD3;3.0070
073.AD2;2.3970
123.DD;7.0122
212.HJ;6.8520
212.HH;4.3885
002.A5B;7.7877
002.A5A;0.0588
139.AA;0.1187
139.AB2;3.6594
139.AB1;3.3459
139.AB3;0.0035
002.DHGBAB;6.3886
033.B1C;6.3835
033.B1B;0.2557
308.2C0;7.1111
308.2CA0;0.5380
313.1F;6.4149
313.1G;0.5819
049.BA1B;7.3455
049.BA1A;0.0741
193.C;6.2265
212.HFB;6.3669
212.HFA;0.3037
122.FB4;2.2689
122.FB3;4.3885
122.FB1;0.0006
170.F;6.5966
170.E;0.0005
125.4C;0.0002
019.AC;8.7337
019.AD;3.5157
236.AC;6.1912
016.BED2B;6.1754
016.BED2C;0.2879
016.BED2A4;0.0890
016.BED2A3;0.1856
015.4K22;2.2259
015.4K1;4.4443
015.4K21;1.7220
015.4J;0.0087
015.4K2A;0.1986
125.4B;6.8733
125.4A;0.0002
121.BC12;1.2356
121.BC22;0.5730
121.BC21;2.5652
121.BC11;1.8995
121.BB12;0.0008
213.AC2;0.0915
213.AD;6.1276
213.AE;1.5308
213.AC12;0.5497
171.1B;6.4058
171.1A;0.4389
012.EJB;6.0474
121.DC;6.5958
121.DB;0.0012
103.AC;5.8996
103.AB;0.4180
313.C;8.0946
313.B;0.1535
313.D2;0.3328
052.4B;5.9955
167.DB;6.7363
167.DA3;0.2847
167.DA4;0.2031
016.BG1B40;2.6900
016.BG1B3;2.5061
016.BG1B10;0.3447
016.BG1B20;0.3541
016.BG1B6;0.0000
016.BG1B5;0.0001
016.BG1A8;0.0052
016.BG1B4A;0.0001
016.BG1A7;0.0136
209.4C;6.0213
145.2B;6.6185
145.2A;2.4608
205.C1B;6.0902
205.C12;0.4366
205.C1A;0.0015
122.A3B;5.7901
122.A3A4;0.0000
025.5B10;1.4503
025.5B5;0.1293
025.5B6;0.1351
025.5B20;0.9201
025.5B4;0.9622
025.5B3;2.2964
025.5B1Z;0.4758
234.AD;9.9452
234.AE;4.6676
208.4B0;6.1123
208.4BZ;0.0468
208.4C0;0.4852
019.H12;1.5333
019.H220;4.2134
234.4B;5.6175
234.4A;0.5582
132.1B9;0.2130
132.1B1;3.8117
132.1B2;1.5160
132.1BZ;0.0006
132.1A;0.0048
132.1C20;0.0003
132.1C1;0.0012
303.4A;11.4035
303.8B;2.6322
303.8C;3.8974
121.1B31;0.8684
121.1B4;3.0941
121.1B32;1.6872
121.1C;0.2801
121.1B3A;0.1676
049.BC6;0.7816
049.BC5;1.6892
049.BD;0.8267
049.BC3;1.9959
049.BC4;1.6369
049.BC2;0.4357
049.BC1;0.2385
164.D6;0.2696
164.D30;1.2408
164.D40;1.5262
164.D10;1.0824
164.D20;0.9502
164.D9;0.1514
164.D50;0.6041
164.D4A0;0.0001
164.D1Z;0.7626
164.D3Z;0.1144
164.D2A1;0.0001
208.FC32;2.2037
208.FC31;1.4994
208.FC4;2.4298
208.FC3Z;2.1441
208.FD;0.9869
208.FC2;0.2475
208.FC1;1.1182
139.ACB;6.2971
139.ACC;0.3333
303.52A;6.6964
019.E3;6.0230
019.E4;0.6634
019.E1;0.3447
019.E2;0.1875
016.BEF1;1.4266
016.BEF2;5.2618
016.BEF4;0.0008
016.BEF3;0.0743
016.BEE7;0.0787
016.BEE8;0.1137
152.C5;1.3503
152.C6;4.0860
212.EAB;5.6442
212.EAA;0.2861
212.EAC;0.2150
053.C22;0.8267
053.C1;3.5093
053.C21;1.0690
053.B;3.0070
053.D;0.1796
015.Q22;4.0673
015.Q11;0.2216
015.Q21;0.1908
015.Q12;2.2278
015.Q41;0.0940
015.Q31;0.0845
139.H1B;7.6053
139.H1C;0.1031
166.5AAD;7.4949
166.5AAC;0.0732
312.1C;5.9815
312.1B;0.6665
312.1D;0.1461
021.BAB;6.7334
021.BAA;2.7387
002.DF3E;6.3948
002.DF3D;0.2825
002.DF3F;0.0689
119.1E11;1.5969
119.1E12;2.4331
119.1E2;1.6733
119.1D3;0.0157
119.1D4;0.0083
119.1E1Z;0.1456
016.4AB;6.3254
016.4AC;1.6512
075.CE;5.2808
075.CD2;0.1211
099.B2B1D;1.3500
099.B2B1E;4.6923
128.AAC;5.5167
128.AAB;1.7198
021.LE;4.3666
021.LD;0.8649
027.D60;1.8606
027.D8;3.5189
027.D3;1.4424
027.D4;3.1951
027.E2;0.1477
027.D1;0.0119
027.D2;0.0031
027.E1;0.2840
212.FBD;5.7044
212.FBC;0.3502
212.FBE;0.6685
227.5B;5.2602
227.5C;0.5506
151.CD4;3.4823
151.CD3;2.0813
001.1L;5.3030
001.1K;0.0259
016.BG11B1;0.4172
016.BG11B4;2.9500
016.BG11B3;1.8887
016.BG11A;0.0056
002.T8;3.0382
002.T7;3.4204
021.E22;0.0722
021.E61;0.1749
021.E12;1.4436
021.E4;0.1569
021.F20;0.1422
021.E62;0.7301
021.E52;0.1196
021.E30;0.1824
021.E51;0.8221
021.F1;0.1821
021.EA21;0.0319
021.E6Z;0.9041
021.E1A1;0.1121
021.E2Z;1.1160
021.EA11;0.0050
021.E1A2;0.8342
021.E5A;0.0057
021.E3A;0.3952
167.B0;5.3107
167.C11;0.0071
167.C2;0.1096
167.A;0.0764
167.BA;0.1465
198.41B;6.2605
198.41C;0.4757
166.B9;0.6020
166.B1;1.6121
166.B2;2.8582
139.BDC;2.9271
139.BDD;5.5974
139.BDE;0.1371
310.B;5.1455
310.C;2.7116
016.K3B1C;6.3747
016.N31;2.1137
016.N4;2.8587
016.N32;0.6838
016.N5;1.3314
016.N6;1.9095
121.1B3D;5.0868
020.G;10.2767
155.4E;5.3535
155.4D40;0.3762
155.4D3;0.3096
002.LE;5.0575
002.LD;0.7015
002.LF0;0.1905
001.B1B2;0.1445
001.B1B1;0.5026
001.B1B3;0.1734
001.B1B4;5.0688
224.D2;0.2577
224.D1;0.0853
224.C0;7.3453
224.B;0.3396
224.CA0;1.7347
303.3B;4.9930
072.JB;5.9946
072.JA;0.0752
246.F1D;5.9095
181.3B;5.2045
303.B;2.7114
303.A;3.7651
157.1B51;1.0251
157.1B2;1.2334
157.1B4;0.2758
157.1B52;0.5580
157.1B6;1.0048
157.1B1;0.7747
157.1B3;0.4208
157.1A;0.0398
157.1C;1.7186
152.2D1;2.7668
152.2D21;0.4904
152.2D220;0.8361
152.2D23;0.8333
152.2D2A;0.0003
152.2D22A;0.1088
152.2E;0.2153
152.2C;0.0406
016.G51AB;4.9986
162.1B;6.4835
162.1A;0.0087
194.3E;5.7792
194.3D5;0.5113
194.3D6;0.3177
139.H3B;4.8929
012.JD10;2.9700
012.JD2;1.9217
012.JDA;0.0402
082.C4;2.6085
082.C1;0.0917
082.C2;0.3905
082.B4;0.1276
082.B3;0.1286
082.C3;2.0138
082.B2;0.0014
082.B1;0.0834
082.BA;0.6352
012.CDBAB;4.8871
012.CDBAA;0.0950
012.EA2;0.6222
012.EA3;0.1136
012.F22;0.1831
012.EA4;0.3363
012.F12;0.2146
012.EA1;0.4080
012.F11;0.0410
012.F21;0.0339
236.C;6.6724
236.D;0.7000
212.EBC;0.5403
212.EBD;5.2095
028.4C;1.4447
028.4D;5.1710
019.DA61;0.1394
019.DA5;1.1175
019.DA71;2.0203
019.DA72;0.1132
019.DA8;2.2864
019.DA62;0.0783
019.DA32;0.1494
019.DA6A;0.2532
019.DA42;0.2311
019.DA7Z;4.4703
165.2B;4.8998
165.2A;0.1262
165.2C;0.2625
002.DGF6;2.4928
002.DGF51;2.2518
002.DGF52;0.1789
148.2B;4.8714
148.2C;3.1909
121.A3C;1.9520
121.A3B;3.1766
170.2A;0.1340
170.2B;5.4082
064.CBB;5.6791
308.4C;6.7134
105.D;5.3941
105.E;0.9654
105.C;0.0062
164.A;4.9674
243.4B;4.8700
243.4A;3.2417
084.CA5;0.0284
084.CB;3.5908
084.CA4;0.5268
084.CA3;0.9060
084.CA2;0.0021
084.CA6;0.0095
084.CA1;0.0000
012.CED1;2.5527
012.CED2;2.2837
012.CEC12;0.0000
016.BE2B;4.8861
307.6H;5.3817
307.6J;0.8237
012.EC5B;5.0095
012.EC5A;0.0286
012.EC5C;0.0772
212.HF1B;4.7894
212.ABCB;5.6444
212.ABCC;0.1746
016.EAAE;5.2348
165.1B;6.8566
165.1A;0.0000
002.T1BB;5.1906
002.T1BA;0.2914
002.DGEB;5.3545
002.DGEA;0.0505
002.DGF5B;4.6516
002.DGF5A;0.0021
213.5D;5.0132
213.5C;0.0010
129.E2;2.1894
129.E1;0.5668
129.E3;3.6628
129.E4;1.1205
129.F;0.2544
129.D;1.7326
036.FB;5.0476
036.F3A;0.0013
036.FC;0.0564
036.FA;0.0108
050.1D;5.4268
050.F2;0.2424
050.F1;0.3402
050.F4;2.9162
050.F3;1.5447
123.B2C;4.7373
212.AEC;4.7539
212.AEB;0.1577
016.BEE2D;4.8795
016.BEE2C;0.1989
144.B12;1.5675
144.B11;1.5345
144.B2;2.3041
144.B1Z;0.6633
016.AD2;2.6544
016.AD9;0.1221
016.AD1;2.7850
016.ADA0;0.4053
041.AD;5.9719
161.ACB;1.6656
161.ACD;2.6228
161.ACC;0.2579
160.41AB;4.5875
160.41AA;0.1510
139.FC;5.1251
139.FD;0.3669
139.FB;0.0011
139.J5;0.2658
139.J6;4.4013
139.J8;1.8049
139.J4;0.6286
139.J3;0.8595
139.J7;0.3622
156.AD;0.2772
156.AC;4.6012
234.GBDC;5.1280
234.GBDB;0.2406
173.AG;4.4802
173.AF;0.2577
173.AH1;0.0005
173.AH2;0.0001
101.6B;4.4331
101.6A;0.0001
002.QAB;4.5438
002.QAA;1.5893
002.DM;2.8214
103.E;2.0184
103.D22;0.0004
016.EDB;4.8410
002.DFB6C;7.1334
230.3B;5.7728
230.3A6;0.6671
230.3A5;0.1603
165.7C;1.8425
165.7B;2.6812
165.7A;0.0001
124.BB;4.4059
124.BC;0.2358
048.B21;1.2808
048.B1;3.9885
048.B22;0.2604
048.C0;0.0580
048.A;0.0830
020.F1B;4.4296
020.F1A;0.2747
026.4BC0;5.8562
026.4BD;0.7249
130.2B;4.5679
130.2A3;0.0002
130.2A4;0.0000
002.DFCB2;2.4372
002.DFCB1;1.8895
002.DFCC;0.0845
002.DFCA;0.1989
128.FB;4.4019
128.FA;0.1888
128.FC;0.0273
002.G1B;4.6227
212.EAG;4.4982
212.EAF;0.0007
135.C;4.5468
135.D21;0.1255
135.D1;1.9541
135.B;0.0089
164.G2B;5.6072
076.J;4.3338
224.D3;2.8403
224.D4;1.8008
224.D6;0.0018
224.D5;0.0004
121.EAB;4.2539
121.EAA;0.0105
015.NG;4.4361
015.NF;2.8632
032.4A4;1.9056
032.4A22;0.6765
032.4A6;0.4131
032.4A3;1.8246
032.4A5;1.1086
032.4A12;0.1109
313.E0;4.9697
313.F;0.0001
313.D5;0.0620
313.D6;0.0349
313.EA;0.0001
075.CC1D;5.1290
075.CC1C;0.0000
027.F3;1.4224
027.F2;0.6024
027.F4;1.9999
027.F1;0.6157
027.E6;0.0693
027.E5;0.6576
112.3AAB;1.1358
112.3AAD;1.7427
112.3AAC;1.5181
204.E;4.5752
204.D;1.6341
123.B7AB2;0.9299
123.B7AB1;3.1719
123.B7AB9;0.0341
224.CC;4.2590
224.CB;1.8321
052.1B;4.1446
052.1C0;0.0567
002.H1AB;4.4829
166.4C;4.0554
166.4B;0.0005
166.4D;0.0335
212.ED22;0.2148
212.ED1;0.1949
212.EE;3.8276
212.EF;1.4118
212.ED21;0.0730
212.ED2Z;1.3542
002.DC3CB;4.1111
002.DC3CC;0.1677
002.DAB2B;4.5281
002.DAB2C;0.8171
308.2G;4.1381
234.GBE1B;6.0259
234.GBE1A;1.2641
006.F2;2.1177
006.F1;1.9950
020.B9;0.2752
020.B3;3.4476
020.B4;3.2783
020.B1;0.1559
020.B22;0.0782
108.2B;4.4118
108.2C;0.0002
108.2A;0.0018
166.5BB;4.2855
166.5BA;0.0000
027.1F;5.2889
027.1E4;0.0003
027.1E3;0.0003
020.1B0;4.2148
026.BB;5.6230
016.4D11;2.1002
016.4D2;2.0592
016.4D12;0.4177
016.4C;2.7582
016.4D1Z;2.3221
243.5B;5.1809
243.5A;1.3657
020.BCC;2.8071
020.BCB;1.3605
019.CEB;5.1101
015.H52;0.7074
015.H51;1.1993
015.H6;2.4543
015.J11;0.2118
015.J2;0.0126
015.H40;1.7669
015.H4Z;1.4886
015.H3;1.9688
015.H5A;0.0073
020.BBF;4.9206
020.BBG;0.9661
116.6B;4.0811
127.AE;4.0719
002.T5B;5.2526
002.T5A;1.3131
072.B1B;4.2505
072.B1A;0.0017
012.LB1;2.1734
012.LB2;2.1285
012.LB4;0.0012
012.LB3;0.0001
138.D1;0.9803
138.D4;1.6605
138.D20;0.5801
138.D3;1.5736
138.C;0.0486
138.E;1.1687
167.7B;3.8758
002.DD5BF;4.0112
247.7B;6.3107
234.L5;1.8996
234.L6;2.9624
234.L7;0.9530
234.L8;2.4575
164.F;5.1183
109.5CA3;0.5842
109.5CB;3.7373
109.5CA4;0.7096
109.5CA22;0.0008
109.5CC;0.4548
109.5CA12;0.0003
022.E21;3.3557
022.E22;1.3507
022.E1;1.2794
022.D80;0.1385
022.D7;0.6888
022.E2A;0.2334
006.B9;1.1451
006.B1;1.8477
006.B2;1.0389
006.A3;0.0000
006.BA;0.2519
006.C1;0.0006
006.C2;0.0005
122.AC1;2.1074
122.AC22;0.9804
122.AC21;0.7952
122.AB;0.1835
212.AD;4.0837
