regine;c_wood_mg/l_tot-p;c_upland_mg/l_tot-p;c_lake_kg/km2_tot-p;c_urban_kg/km2_tot-p;c_city_kg/km2_tot-p;c_wood_mg/l_tot-n;c_upland_mg/l_tot-n;c_lake_kg/km2_tot-n;c_urban_kg/km2_tot-n;c_city_kg/km2_tot-n
156.HA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HB1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HB20;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HB2A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HB2B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HB2C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HB2D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.HC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
156.J;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.11;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.121;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.122;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.12Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.13;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B3;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B4;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B51;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B52;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B5A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B5B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1B6;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.1C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.20;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.2Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.310;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.31Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.32;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.3Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.41;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.420;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.42A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.42B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.42C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4AA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4E1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4E2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4E3;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.4E4;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.51;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.521;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.522;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.52A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.52B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.531;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.532;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.53Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.61;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.621;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.622;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.623;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.62Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.6Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.70;0.004;0.004;10;50;100;0.25;0.15;200;350;700
157.7Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.3;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.4;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.51;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.52;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.53;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.5Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.6;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.7;0.004;0.004;10;50;100;0.25;0.15;200;350;700
158.8;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.2110;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.211Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.212;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.21A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.21B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.21C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.22;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.2Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.31;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.32;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.330;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.33Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.34;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.3A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.3B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.41;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.420;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.42Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.43;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.44;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.51;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.5210;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.521Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.522;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.52Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.530;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.53Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.6;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.711;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7120;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.712A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.712B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.71A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.71B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.720;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.72Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7AA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7AAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7AAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7AC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7B0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7BA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7BB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.7C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8110;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.811Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.81210;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8121Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8122;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B20;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2AA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2AAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2AAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2AC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2B0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2BA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2BB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812B2D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812BA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812BB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.812D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8130;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B210;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B21A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B21AA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B21AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B21B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B21C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B22;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B2A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813B2B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813C0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813CA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813CB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813D0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813DA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813DB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813E0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813EA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813EB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813F0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813FA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813FAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813FAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813FB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813FC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813G;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.813H;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.81410;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8141A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8141B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.81420;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8142A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8142B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814AA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814AAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814AAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814AB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814ABA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814ABB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814AC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814AD;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814B0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814BA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814BAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814BAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814BB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814BC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814C0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814CA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814CB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814D0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814DA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814DB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814E;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.814F;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.82;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAAA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAAAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAAAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAAC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AABA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AABB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AAD;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ABA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ABB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AC0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACBA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACBB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ACD;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AD0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ADA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8ADB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AE;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8AF;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8B0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8BA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8BAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8BAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8BB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8BC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.8D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.911;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.912;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.91Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.920;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.92Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
159.9Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.20;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.2Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.31;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.3210;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.321A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.321B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.322;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.32Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.33;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.3A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.3B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.3C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.410;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.41A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.41AA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.41AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.41B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.42;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.430;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.43A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.43B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.43C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.44;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.45;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.510;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.51Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.52;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.53;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.610;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.61Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.62;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.63;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.64;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.65;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.710;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.71A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.71B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.71C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.720;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.72Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.73;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A31;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A320;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A32A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A32AA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A32AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A32B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A32C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3A0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3AA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3B0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3BA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3BB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A3D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A40;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A4A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A4B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A5;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.A6;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.AA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.AB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.AC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.AD;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B3;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B41;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B42;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B4A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B4B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.B4C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
160.C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.11;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.120;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.12A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.12B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A30;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A3Z;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A4;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A5;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1A6;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1B1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1B21;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1B22;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1B2A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1B2B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1C;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1D;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1E;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1F1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1F21;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1F22;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1F2A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1F2B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1G;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.1H;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.21;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.22;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.2A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.2B1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.2B2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.2B3;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.2B4;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.310;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.31Z;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.320;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.32Z;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.33;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.40;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.4Z;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.51;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.521;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.522;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.523;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.52Z;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.53;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.6;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.A0;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.AA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AAA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AAB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABBZ;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABC0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABCZ;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABD0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABDZ;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ABE;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AC0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ACA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ACB;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ACC;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.ACD;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD1;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD2;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD3;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD4;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD5;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD6;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD7;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.AD8;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.B10;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.B1A;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.B1B;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.B2;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.B3;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.B4;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.BA;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.BB;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.BC;0.004;0.004;10;50;100;0.2;0.15;200;350;700
161.C0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.CZ;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.D0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.DA0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.DAZ;0.004;0.004;10;50;100;0.25;0.15;200;350;700
161.DB0;0.004;0.004;10;50;100;0.25;0.15;200;350;700
