regine;c_wood_mg/l_tot-p;c_upland_mg/l_tot-p;c_lake_kg/km2_tot-p;c_urban_kg/km2_tot-p;c_city_kg/km2_tot-p;c_wood_mg/l_tot-n;c_upland_mg/l_tot-n;c_lake_kg/km2_tot-n;c_urban_kg/km2_tot-n;c_city_kg/km2_tot-n
016.BECC;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BECD;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECE0;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECEA1;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECEA2;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECEA3;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECEA4;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECEB;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF1;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF2;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF3;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF4;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF5;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF6;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF7;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BECF8;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BED1;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED20;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED2A1;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED2A2;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED2A3;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED2A4;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED2B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BED2C;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BED3;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED41;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED42;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED4A1;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED4A2;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED4A3;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BED4A4;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BED4B;0.003;0.002;25;50;100;0.25;0.15;500;350;700
016.BEE11;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE12;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE1Z;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE20;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE2A;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE2B;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE2C;0.003;0.002;25;50;100;0.2;0.2;500;350;700
016.BEE2D;0.003;0.003;25;50;100;0.2;0.2;500;350;700
016.BEE2E;0.003;0.003;25;50;100;0.2;0.2;500;350;700
016.BEE2F;0.003;0.002;25;50;100;0.2;0.2;500;350;700
016.BEE31;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE32;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE33;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE340;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE34Z;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE41;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE42;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE430;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE43Z;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE440;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE44Z;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE5;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE60;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE6Z;0.003;0.002;25;50;100;0.2;0.2;500;350;700
016.BEE7;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEE8;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEF1;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEF2;0.003;0.002;25;50;100;0.2;0.2;500;350;700
016.BEF3;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEF4;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEG1;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEG2;0.003;0.002;25;50;100;0.2;0.2;500;350;700
016.BEG3;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEG4;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BEH;0.003;0.002;25;50;100;0.2;0.2;500;350;700
016.BF111;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BF112;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BF113;0.004;0.002;25;50;100;0.2;0.2;500;350;700
016.BF12;0.004;0.002;25;50;100;0.2;0.2;500;350;700
016.BF211;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BF212;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BF213;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BF21A;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BF21B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BF22;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG111;0.004;0.002;25;50;100;0.2;0.2;500;350;700
016.BG112;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BG11A;0.004;0.003;25;50;100;0.2;0.2;500;350;700
016.BG11B1;0.004;0.003;25;50;100;0.2;0.2;500;350;700
016.BG11B2;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG11B3;0.003;0.003;25;50;100;0.25;0.2;500;350;700
016.BG11B4;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG12;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BG1A1;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG1A2;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG1A3;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG1A4;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG1A5;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.BG1A6;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG1A7;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.BG1A8;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.BG1B10;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B1A;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B1B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B20;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B2A;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B2B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B3;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B40;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B4A;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B4B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B5;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG1B6;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG1C;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG2;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BG31;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BG32;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BG3A;0.004;0.002;25;50;100;0.25;0.2;500;350;700
016.BG3B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG4;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG51;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG52;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG530;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG53A;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG53B;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG540;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG54A;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG54B;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BG5A;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG5B;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BG6;0.004;0.002;25;50;100;0.25;0.15;500;350;700
016.BH10;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH1A;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH1B;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH2;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH30;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH3A;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH3B;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH4;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH50;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH5A;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH5B;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BH6;0.004;0.002;25;50;100;0.2;0.15;500;350;700
016.BJ;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BK0;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BKA;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BKB;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BKC;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.BL;0.003;0.002;25;50;100;0.2;0.15;500;350;700
016.C1;0.005;0.005;35;50;100;0.35;0.3;800;350;700
016.C2;0.005;0.005;35;50;100;0.4;0.3;800;350;700
016.C9;0.005;0.005;35;50;100;0.35;0.3;800;350;700
016.CA10;0.005;0.005;35;50;100;0.35;0.25;800;350;700
016.CA1A0;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CA1AZ;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.CA1B;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.CA2;0.005;0.005;35;50;100;0.35;0.3;800;350;700
016.CA31;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CA32;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CA3Z;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CA4;0.005;0.005;35;50;100;0.35;0.3;800;350;700
016.CA5;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CA6;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CB10;0.005;0.005;35;50;100;0.3;0.2;800;350;700
016.CB1Z;0.005;0.005;35;50;100;0.35;0.2;800;350;700
016.CB21;0.005;0.005;35;50;100;0.3;0.25;800;350;700
016.CB22;0.005;0.005;25;50;100;0.25;0.2;500;350;700
016.CB2Z;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CBA0;0.004;0.004;35;50;100;0.25;0.2;800;350;700
016.CBAA;0.004;0.004;35;50;100;0.25;0.2;800;350;700
016.CBAB;0.004;0.004;35;50;100;0.25;0.2;800;350;700
016.CBB;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CC1;0.005;0.005;25;50;100;0.25;0.2;500;350;700
016.CC2;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CC31;0.005;0.005;25;50;100;0.25;0.2;500;350;700
016.CC32;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CC3Z;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.CC4;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CC5;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.CC6;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CC7;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CC8;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CCA;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CCB;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD1;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD20;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD2A;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD2B;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD2C;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD2D;0.003;0.003;25;50;100;0.25;0.2;500;350;700
016.CD31;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD32;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD3A;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD3B;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD3C;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD3D;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD3E;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CD4;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CDA1;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CDA2;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CDA3;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CDA4;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CDB;0.003;0.003;25;50;100;0.25;0.2;500;350;700
016.CE11;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE121;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE122;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE21;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE221;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE222;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE2A;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CE2B;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CEZ;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.CF1;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CF2;0.003;0.003;25;50;100;0.25;0.2;500;350;700
016.CF3;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.CF4;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.CG;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.D1;0.005;0.005;35;50;100;0.35;0.3;800;350;700
016.D2;0.005;0.005;35;50;100;0.35;0.3;800;350;700
016.E11;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E12;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E1A0;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E1AZ;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E1B;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E20;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E2Z;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.E9;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EA11;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EA12;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EA1Z;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EA21;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EA22;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EA2Z;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.EAA1;0.004;0.004;25;50;100;0.35;0.2;500;350;700
016.EAA2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAA3;0.004;0.004;25;50;100;0.35;0.2;500;350;700
016.EAA4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAA5;0.004;0.004;25;50;100;0.35;0.2;500;350;700
016.EAA6;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAA9;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAA1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAA2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAA3;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAA4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAA9;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAAA;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAAB1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAAB2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAAB3;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAAB4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAAC;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAB1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAB2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAB3;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAB4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAC;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAD;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAAE;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EAAF;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EAB;0.004;0.004;25;50;100;0.35;0.2;500;350;700
016.EAC10;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAC1A;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAC1B;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAC2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EACA1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EACA2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EACA3;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EACA4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EACB;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAD1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAD2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAD9;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EADA;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EADB;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EADC;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE3;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE5;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE6;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE7;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EAE8;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EB11;0.004;0.004;25;50;100;0.35;0.2;500;350;700
016.EB12;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EB1A;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EB1B;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EB1C;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EB2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC31;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC32;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC3A;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC3B;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC41;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EC42;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.ECZ;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.ED0;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EDA;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EDB;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EDC;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EE11;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EE121;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EE122;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EE1A;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EE1B;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.EE21;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EE221;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EE222;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.EF;0.004;0.004;25;50;100;0.25;0.2;500;350;700
016.F11;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.F12;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.F21;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.F22;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F31;0.004;0.004;35;50;100;0.35;0.25;800;350;700
016.F32;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F3A;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F3B;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F3C;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F4;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F51;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F521;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F522;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F523;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F5A;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F5B;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F5C;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F611;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F612;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F613;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.F62;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.F6Z;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.G11;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.G12;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.G1A;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.G1B;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.G1C;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G2;0.005;0.004;35;50;100;0.35;0.2;800;350;700
016.G31;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G321;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G322;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G32Z;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G3Z;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G41;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G42;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G4A;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G4B;0.004;0.004;35;50;100;0.35;0.2;800;350;700
016.G4C;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G5110;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G511Z;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G512;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G51A0;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G51AA;0.005;0.003;25;50;100;0.3;0.2;500;350;700
016.G51AB;0.005;0.003;25;50;100;0.25;0.2;500;350;700
016.G51B;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G521;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G522;0.004;0.004;35;50;100;0.3;0.2;800;350;700
016.G52A1;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G52A21;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A22;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G52A2A0;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2AA;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2AB;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2AC;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2B0;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BA;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BB0;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BBA;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BBB;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BC1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BC2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BC3;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BC4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BC5;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2BC6;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C1;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C2;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C31;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C32;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C3A;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C3B;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2C4;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52A2D;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52AZ;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G52B;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G52C;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G52D;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.G52E;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.G5A11;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G5A12;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.G5A1A;0.004;0.003;25;50;100;0.25;0.2;500;350;700
016.G5A1B;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.G5A21;0.004;0.004;25;50;100;0.3;0.2;500;350;700
016.G5A22;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G5A2Z;0.004;0.003;25;50;100;0.3;0.2;500;350;700
016.G5B1;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.G5B21;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.G5B221;0.004;0.003;25;50;100;0.2;0.15;500;350;700
016.G5B222;0.004;0.003;25;50;100;0.25;0.15;500;350;700
016.G5B22A;0.004;0.003;25;50;100;0.2;0.15;500;350;700
016.G5B22B;0.004;0.003;25;50;100;0.2;0.15;500;350;700
016.G5B22C;0.003;0.003;25;50;100;0.2;0.15;500;350;700
016.G5B2A1;0.004;0.003;25;50;100;0.2;0.15;500;350;700
