regine;regine_ned;a_reg_km2;q_sp_m3/s/km2;runoff_mm/yr;q_reg_m3/s;vassom;komnr;fylke;ospar_region
061.4A2;061.4A1;1.1500;0.074000;2333.6640;0.085100;61;1251;12;North Sea
061.4A3;061.4A2;0.0500;0.057000;1797.5520;0.002850;61;1251;12;North Sea
061.4A40;061.4A3;0.0300;0.074000;2333.6640;0.002220;61;1251;12;North Sea
061.4A4Z;061.4A40;14.6600;0.108000;3405.8880;1.583280;61;1251;12;North Sea
061.4B1;061.4A40;1.6600;0.092000;2901.3120;0.152720;61;1251;12;North Sea
061.4B2;061.4B1;0.9000;0.076000;2396.7360;0.068400;61;1251;12;North Sea
061.4B3;061.4B2;1.6000;0.100000;3153.6000;0.160000;61;1251;12;North Sea
061.4B4;061.4B3;2.0600;0.097000;3058.9920;0.199820;61;1251;12;North Sea
061.4BA;061.4B4;3.0000;0.125000;3942.0000;0.375000;61;1251;12;North Sea
061.4BB;061.4BA;1.8500;0.127000;4005.0720;0.234950;61;1251;12;North Sea
061.4C1;061.4B4;0.8200;0.108000;3405.8880;0.088560;61;1251;12;North Sea
061.4C21;061.4C1;0.4100;0.111000;3500.4960;0.045510;61;1251;12;North Sea
061.4C22;061.4C21;0.2700;0.112000;3532.0320;0.030240;61;1251;12;North Sea
061.4C2A;061.4C22;3.3200;0.121000;3815.8560;0.401720;61;1251;12;North Sea
061.4C2B;061.4C2A;0.3300;0.110000;3468.9600;0.036300;61;1251;12;North Sea
061.4C30;061.4C22;0.0700;0.113000;3563.5680;0.007910;61;1251;12;North Sea
061.4C3A;061.4C30;1.1400;0.119000;3752.7840;0.135660;61;1251;12;North Sea
061.4C3B;061.4C3A;1.0400;0.136000;4288.8960;0.141440;61;1251;12;North Sea
061.4C4;061.4C30;0.6200;0.117000;3689.7120;0.072540;61;1251;12;North Sea
061.4C5;061.4C4;0.2400;0.118000;3721.2480;0.028320;61;1251;12;North Sea
061.4C6;061.4C5;0.1100;0.115000;3626.6400;0.012650;61;1251;12;North Sea
061.4D;061.4C6;1.1400;0.119000;3752.7840;0.135660;61;1251;12;North Sea
061.50;061.42;14.0800;0.083000;2617.4880;1.168640;61;1251;12;North Sea
061.5A;061.50;0.9600;0.085000;2680.5600;0.081600;61;1251;12;North Sea
061.5B;061.5A;7.2900;0.115000;3626.6400;0.838350;61;1251;12;North Sea
061.5C;061.5B;3.6500;0.109000;3437.4240;0.397850;61;1251;12;North Sea
061.5D;061.5C;6.3400;0.115000;3626.6400;0.729100;61;1251;12;North Sea
061.6;061.50;23.7100;0.084000;2649.0240;1.991640;61;1251;12;North Sea
061.A;061.6;27.3500;0.086000;2712.0960;2.352100;61;1251;12;North Sea
061.B1;061.A;2.0200;0.099000;3122.0640;0.199980;61;1251;12;North Sea
061.B2;061.B1;1.0700;0.094000;2964.3840;0.100580;61;1251;12;North Sea
061.B3;061.B2;27.3500;0.111000;3500.4960;3.035850;61;1251;12;North Sea
061.B4;061.B3;11.7000;0.094000;2964.3840;1.099800;61;1251;12;North Sea
061.B5;061.B4;12.8200;0.122000;3847.3920;1.564040;61;1251;12;North Sea
061.B6;061.B5;7.3100;0.105000;3311.2800;0.767550;61;1251;12;North Sea
061.BA;061.B6;1.7300;0.095000;2995.9200;0.164350;61;1251;12;North Sea
061.BB;061.BA;16.0600;0.107000;3374.3520;1.718420;61;1235;12;North Sea
061.C;061.B6;21.9800;0.104000;3279.7440;2.285920;61;1251;12;North Sea
061.D;061.C;65.3500;0.097000;3058.9920;6.338950;61;1235;12;North Sea
061.E;061.D;3.9900;0.108000;3405.8880;0.430920;61;1235;12;North Sea
062.;24_90;0.0000;0.000000;0.0000;0.000000;0;0;0;0
062.1;062.;31.2700;0.079000;2491.3440;2.470330;62;1251;12;North Sea
062.2;062.1;21.3000;0.083000;2617.4880;1.767900;62;1235;12;North Sea
062.31;062.2;5.3500;0.062000;1955.2320;0.331700;62;1235;12;North Sea
062.32;062.31;5.0500;0.076000;2396.7360;0.383800;62;1235;12;North Sea
062.3Z;062.32;75.3700;0.102000;3216.6720;7.687740;62;1235;12;North Sea
062.4;062.32;10.3400;0.065000;2049.8400;0.672100;62;1251;12;North Sea
062.A;062.4;25.0100;0.076000;2396.7360;1.900760;62;1235;12;North Sea
062.B0;062.A;59.8500;0.079000;2491.3440;4.728150;62;1235;12;North Sea
062.BA0;062.B0;63.9100;0.090000;2838.2400;5.751900;62;1235;12;North Sea
062.BAA;062.BA0;8.3400;0.104000;3279.7440;0.867360;62;1235;12;North Sea
062.BAB;062.BAA;4.3700;0.126000;3973.5360;0.550620;62;1235;12;North Sea
062.BB11;062.BA0;5.4700;0.105000;3311.2800;0.574350;62;1235;12;North Sea
062.BB121;062.BB11;3.6600;0.108000;3405.8880;0.395280;62;1235;12;North Sea
062.BB122;062.BB121;0.9700;0.103000;3248.2080;0.099910;62;1235;12;North Sea
062.BB1A1;062.BB122;0.0500;0.089000;2806.7040;0.004450;62;1235;12;North Sea
062.BB1A2;062.BB1A1;0.0900;0.099000;3122.0640;0.008910;62;1235;12;North Sea
062.BB1A3;062.BB1A2;0.1600;0.105000;3311.2800;0.016800;62;1235;12;North Sea
062.BB1A4;062.BB1A3;0.1200;0.098000;3090.5280;0.011760;62;1235;12;North Sea
062.BB1A9;062.BB1A4;0.4700;0.112000;3532.0320;0.052640;62;1235;12;North Sea
062.BB1AZ;062.BB1A9;4.3600;0.121000;3815.8560;0.527560;62;1235;12;North Sea
062.BB1B;062.BB1A9;2.3000;0.117000;3689.7120;0.269100;62;1235;12;North Sea
062.BB21;062.BB122;3.0400;0.092000;2901.3120;0.279680;62;1235;12;North Sea
062.BB22;062.BB21;6.6200;0.118000;3721.2480;0.781160;62;1235;12;North Sea
062.BC;062.BB22;21.8400;0.117000;3689.7120;2.555280;62;1235;12;North Sea
062.BD;062.BC;10.3500;0.110000;3468.9600;1.138500;62;1235;12;North Sea
062.BE;062.BD;10.5300;0.119000;3752.7840;1.253070;62;1235;12;North Sea
062.C1;062.B0;23.0400;0.069000;2175.9840;1.589760;62;1235;12;North Sea
062.C20;062.C1;11.2300;0.074000;2333.6640;0.831020;62;1235;12;North Sea
062.C2A;062.C20;30.4100;0.093000;2932.8480;2.828130;62;1235;12;North Sea
062.C2B;062.C2A;4.8300;0.103000;3248.2080;0.497490;62;1235;12;North Sea
062.C2C;062.C2B;2.1800;0.118000;3721.2480;0.257240;62;1235;12;North Sea
062.CA110;062.C20;3.3000;0.057000;1797.5520;0.188100;62;1235;12;North Sea
062.CA11A;062.CA110;1.3600;0.078000;2459.8080;0.106080;62;1235;12;North Sea
062.CA11B;062.CA11A;1.0000;0.105000;3311.2800;0.105000;62;1235;12;North Sea
062.CA11C;062.CA11B;0.6900;0.119000;3752.7840;0.082110;62;1235;12;North Sea
062.CA12;062.CA110;0.9600;0.072000;2270.5920;0.069120;62;1235;12;North Sea
062.CA1A;062.CA12;1.0600;0.077000;2428.2720;0.081620;62;1235;12;North Sea
062.CA1B;062.CA1A;3.3500;0.087000;2743.6320;0.291450;62;1235;12;North Sea
062.CA21;062.CA12;3.1200;0.050000;1576.8000;0.156000;62;1235;12;North Sea
062.CA22;062.CA21;2.3100;0.068000;2144.4480;0.157080;62;1235;12;North Sea
062.CA31;062.CA22;1.6000;0.078000;2459.8080;0.124800;62;1235;12;North Sea
062.CA32;062.CA31;1.4500;0.089000;2806.7040;0.129050;62;1235;12;North Sea
062.CA41;062.CA32;3.6100;0.080000;2522.8800;0.288800;62;1235;12;North Sea
062.CA42;062.CA41;5.6100;0.100000;3153.6000;0.561000;62;1235;12;North Sea
062.CB;062.CA42;35.1300;0.123000;3878.9280;4.320990;62;1235;12;North Sea
062.CC;062.CB;12.0800;0.135000;4257.3600;1.630800;62;1235;12;North Sea
062.D;062.C20;26.3700;0.057000;1797.5520;1.503090;62;1235;12;North Sea
062.E11;062.D;46.7500;0.074000;2333.6640;3.459500;62;1235;12;North Sea
062.E12;062.E11;0.5600;0.029000;914.5440;0.016240;62;1235;12;North Sea
062.E1Z;062.E12;93.0300;0.085000;2680.5600;7.907550;62;1235;12;North Sea
062.E21;062.E12;2.3800;0.043000;1356.0480;0.102340;62;1235;12;North Sea
062.E22;062.E21;15.0600;0.045000;1419.1200;0.677700;62;1235;12;North Sea
062.E2Z;062.E22;32.9800;0.081000;2554.4160;2.671380;62;1235;12;North Sea
062.F0;062.E22;3.4900;0.039000;1229.9040;0.136110;62;1235;12;North Sea
062.FA0;062.F0;74.3800;0.046000;1450.6560;3.421480;62;1235;12;North Sea
062.FAZ;062.FA0;49.4300;0.055000;1734.4800;2.718650;62;1235;12;North Sea
062.FB0;062.FA0;120.2500;0.053000;1671.4080;6.373250;62;1235;12;North Sea
062.FBA0;062.FB0;31.3300;0.060000;1892.1600;1.879800;62;1235;12;North Sea
062.FBAZ;062.FBA0;32.7500;0.070000;2207.5200;2.292500;62;1235;12;North Sea
062.FBB;062.FBA0;35.3100;0.065000;2049.8400;2.295150;62;1421;14;North Sea
062.FBC;062.FBB;29.5700;0.067000;2112.9120;1.981190;62;1421;14;North Sea
062.FBD;062.FBC;12.2500;0.066000;2081.3760;0.808500;62;1421;14;North Sea
062.FC10;062.FB0;15.8900;0.055000;1734.4800;0.873950;62;1233;12;North Sea
062.FC1Z;062.FC10;42.6500;0.072000;2270.5920;3.070800;62;1233;12;North Sea
062.FC2;062.FC10;27.1300;0.060000;1892.1600;1.627800;62;1235;12;North Sea
062.FC3;062.FC2;14.9700;0.070000;2207.5200;1.047900;62;1233;12;North Sea
062.FC4;062.FC3;39.5200;0.073000;2302.1280;2.884960;62;1421;14;North Sea
062.G1;062.F0;4.7900;0.035000;1103.7600;0.167650;62;1235;12;North Sea
062.G2;062.G1;16.4600;0.062000;1955.2320;1.020520;62;1235;12;North Sea
062.G3;062.G2;13.0900;0.034000;1072.2240;0.445060;62;1235;12;North Sea
062.G4;062.G3;10.9600;0.071000;2239.0560;0.778160;62;1235;12;North Sea
062.G5;062.G4;22.0000;0.039000;1229.9040;0.858000;62;1235;12;North Sea
062.G6;062.G5;77.5300;0.077000;2428.2720;5.969810;62;1235;12;North Sea
062.GA;062.G6;8.6100;0.037000;1166.8320;0.318570;62;1235;12;North Sea
062.GB;062.GA;42.3200;0.048000;1513.7280;2.031360;62;1235;12;North Sea
062.GC;062.GB;18.2900;0.049000;1545.2640;0.896210;62;1235;12;North Sea
062.H1;062.G6;1.1700;0.039000;1229.9040;0.045630;62;1235;12;North Sea
062.H2;062.H1;0.4400;0.028000;883.0080;0.012320;62;1235;12;North Sea
062.H3;062.H2;13.1000;0.059000;1860.6240;0.772900;62;1235;12;North Sea
062.H41;062.H3;6.0500;0.058000;1829.0880;0.350900;62;1235;12;North Sea
062.H42;062.H41;9.0500;0.090000;2838.2400;0.814500;62;1235;12;North Sea
062.H4A;062.H42;5.8600;0.093000;2932.8480;0.544980;62;1235;12;North Sea
062.H4B;062.H4A;3.7300;0.125000;3942.0000;0.466250;62;1235;12;North Sea
062.J;062.H42;121.0900;0.077000;2428.2720;9.323930;62;1235;12;North Sea
063.;24_90;0.0000;0.000000;0.0000;0.000000;0;0;0;0
063.11;063.;5.1300;0.061000;1923.6960;0.312930;63;1251;12;North Sea
063.12;063.11;3.6900;0.080000;2522.8800;0.295200;63;1251;12;North Sea
063.1Z;063.12;37.5700;0.091000;2869.7760;3.418870;63;1251;12;North Sea
063.2;063.12;20.4900;0.079000;2491.3440;1.618710;63;1251;12;North Sea
063.A10;063.2;3.0400;0.081000;2554.4160;0.246240;63;1251;12;North Sea
063.A1A0;063.A10;3.1600;0.065000;2049.8400;0.205400;63;1251;12;North Sea
063.A1AA;063.A1A0;0.0500;0.070000;2207.5200;0.003500;63;1251;12;North Sea
063.A1AB;063.A1AA;5.0700;0.106000;3342.8160;0.537420;63;1251;12;North Sea
063.A1B;063.A1A0;0.0500;0.063000;1986.7680;0.003150;63;1251;12;North Sea
063.A1C;063.A1B;11.0900;0.112000;3532.0320;1.242080;63;1251;12;North Sea
063.A2;063.A10;0.1500;0.057000;1797.5520;0.008550;63;1251;12;North Sea
063.A3;063.A2;14.7900;0.074000;2333.6640;1.094460;63;1251;12;North Sea
063.A4;063.A3;26.7200;0.090000;2838.2400;2.404800;63;1251;12;North Sea
063.A50;063.A4;6.6100;0.094000;2964.3840;0.621340;63;1251;12;North Sea
063.A5Z;063.A50;17.1200;0.110000;3468.9600;1.883200;63;1251;12;North Sea
063.A6;063.A50;2.8700;0.073000;2302.1280;0.209510;63;1251;12;North Sea
063.A7;063.A6;14.3300;0.089000;2806.7040;1.275370;63;1251;12;North Sea
063.A80;063.A7;15.5300;0.087000;2743.6320;1.351110;63;1251;12;North Sea
063.A8Z;063.A80;26.9700;0.091000;2869.7760;2.454270;63;1251;12;North Sea
063.B10;063.A80;23.6700;0.091000;2869.7760;2.153970;63;1251;12;North Sea
063.B1A0;063.B10;8.8000;0.087000;2743.6320;0.765600;63;1251;12;North Sea
063.B1AA;063.B1A0;0.3900;0.097000;3058.9920;0.037830;63;1251;12;North Sea
063.B1AB;063.B1AA;5.2600;0.111000;3500.4960;0.583860;63;1235;12;North Sea
063.B1B;063.B1A0;0.5000;0.080000;2522.8800;0.040000;63;1235;12;North Sea
063.B1C;063.B1B;2.9300;0.107000;3374.3520;0.313510;63;1235;12;North Sea
063.B2;063.B10;20.2800;0.081000;2554.4160;1.642680;63;1251;12;North Sea
063.B3;063.B2;1.6100;0.062000;1955.2320;0.099820;63;1251;12;North Sea
063.B4;063.B3;1.8400;0.070000;2207.5200;0.128800;63;1251;12;North Sea
063.BA11;063.B4;0.8100;0.065000;2049.8400;0.052650;63;1251;12;North Sea
063.BA12;063.BA11;2.9800;0.084000;2649.0240;0.250320;63;1251;12;North Sea
063.BA1A;063.BA12;4.2200;0.083000;2617.4880;0.350260;63;1251;12;North Sea
063.BA1B;063.BA1A;2.3500;0.088000;2775.1680;0.206800;63;1251;12;North Sea
063.BA1C;063.BA1B;6.0000;0.098000;3090.5280;0.588000;63;1251;12;North Sea
063.BA2;063.BA12;11.3600;0.091000;2869.7760;1.033760;63;1251;12;North Sea
063.BB11;063.BA2;4.5500;0.090000;2838.2400;0.409500;63;1251;12;North Sea
063.BB1210;063.BB11;0.7000;0.089000;2806.7040;0.062300;63;1251;12;North Sea
063.BB121A;063.BB1210;0.2400;0.089000;2806.7040;0.021360;63;1251;12;North Sea
063.BB121B;063.BB121A;0.8900;0.098000;3090.5280;0.087220;63;1417;14;North Sea
063.BB1220;063.BB1210;0.1300;0.095000;2995.9200;0.012350;63;1251;12;North Sea
063.BB122A;063.BB1220;0.2000;0.103000;3248.2080;0.020600;63;1251;12;North Sea
063.BB122B;063.BB122A;1.1700;0.107000;3374.3520;0.125190;63;1251;12;North Sea
063.BB123;063.BB1220;3.1100;0.091000;2869.7760;0.283010;63;1251;12;North Sea
063.BB1A;063.BB123;8.8900;0.094000;2964.3840;0.835660;63;1251;12;North Sea
063.BB1B11;063.BB1A;0.6100;0.086000;2712.0960;0.052460;63;1417;14;North Sea
063.BB1B12;063.BB1B11;0.5600;0.088000;2775.1680;0.049280;63;1417;14;North Sea
063.BB1B1Z;063.BB1B12;8.0300;0.093000;2932.8480;0.746790;63;1417;14;North Sea
063.BB1B2;063.BB1B12;3.9400;0.094000;2964.3840;0.370360;63;1417;14;North Sea
063.BB1C;063.BB1B2;5.1600;0.094000;2964.3840;0.485040;63;1417;14;North Sea
063.BB1D;063.BB1C;4.1900;0.086000;2712.0960;0.360340;63;1417;14;North Sea
063.BB2;063.BB123;3.0200;0.093000;2932.8480;0.280860;63;1251;12;North Sea
063.BB3;063.BB2;0.5900;0.097000;3058.9920;0.057230;63;1252;12;North Sea
063.BB4;063.BB3;0.3700;0.097000;3058.9920;0.035890;63;1251;12;North Sea
063.BC;063.BB4;30.1800;0.103000;3248.2080;3.108540;63;1252;12;North Sea
063.C1;063.B4;2.2200;0.071000;2239.0560;0.157620;63;1251;12;North Sea
063.C20;063.C1;5.0200;0.078000;2459.8080;0.391560;63;1251;12;North Sea
063.C2A;063.C20;5.0200;0.082000;2585.9520;0.411640;63;1251;12;North Sea
063.C2B;063.C2A;3.6700;0.096000;3027.4560;0.352320;63;1251;12;North Sea
063.C30;063.C20;4.5300;0.070000;2207.5200;0.317100;63;1251;12;North Sea
063.C3A;063.C30;2.7000;0.085000;2680.5600;0.229500;63;1235;12;North Sea
063.C3B;063.C3A;7.0600;0.112000;3532.0320;0.790720;63;1235;12;North Sea
063.C4;063.C30;2.3800;0.070000;2207.5200;0.166600;63;1251;12;North Sea
063.C51;063.C4;0.2200;0.068000;2144.4480;0.014960;63;1251;12;North Sea
063.C52;063.C51;2.3900;0.077000;2428.2720;0.184030;63;1251;12;North Sea
063.C5A0;063.C52;1.7900;0.071000;2239.0560;0.127090;63;1235;12;North Sea
063.C5AA;063.C5A0;2.0800;0.086000;2712.0960;0.178880;63;1235;12;North Sea
063.C5AB;063.C5AA;12.1700;0.110000;3468.9600;1.338700;63;1235;12;North Sea
063.C5B;063.C5A0;2.2900;0.081000;2554.4160;0.185490;63;1235;12;North Sea
063.C5C;063.C5B;11.0700;0.100000;3153.6000;1.107000;63;1235;12;North Sea
063.C6;063.C52;2.0600;0.082000;2585.9520;0.168920;63;1251;12;North Sea
063.D1;063.C6;7.5800;0.090000;2838.2400;0.682200;63;1235;12;North Sea
063.D2;063.D1;3.3300;0.091000;2869.7760;0.303030;63;1235;12;North Sea
063.D3;063.D2;6.9000;0.095000;2995.9200;0.655500;63;1235;12;North Sea
063.D4;063.D3;14.4400;0.102000;3216.6720;1.472880;63;1235;12;North Sea
064.;24_90;0.0000;0.000000;0.0000;0.000000;0;0;0;0
064.1;064.;33.7800;0.090000;2838.2400;3.040200;64;1252;12;North Sea
064.2;064.1;31.4600;0.113000;3563.5680;3.554980;64;1252;12;North Sea
064.3;064.2;17.7200;0.100000;3153.6000;1.772000;64;1252;12;North Sea
064.41;064.3;2.6600;0.073000;2302.1280;0.194180;64;1263;12;North Sea
064.42;064.41;16.7200;0.082000;2585.9520;1.371040;64;1263;12;North Sea
064.4Z;064.42;49.2900;0.111000;3500.4960;5.471190;64;1263;12;North Sea
064.51;064.42;14.2200;0.072000;2270.5920;1.023840;64;1263;12;North Sea
064.52;064.51;20.7600;0.095000;2995.9200;1.972200;64;1263;12;North Sea
064.5A;064.52;33.3800;0.129000;4068.1440;4.306020;64;1266;12;North Sea
064.5B;064.5A;35.9700;0.127000;4005.0720;4.568190;64;1263;12;North Sea
064.6;064.52;21.5200;0.086000;2712.0960;1.850720;64;1263;12;North Sea
064.71;064.6;10.5900;0.072000;2270.5920;0.762480;64;1263;12;North Sea
064.72;064.71;23.2300;0.074000;2333.6640;1.719020;64;1263;12;North Sea
064.73;064.72;18.0400;0.076000;2396.7360;1.371040;64;1263;12;North Sea
064.7A;064.73;5.0200;0.071000;2239.0560;0.356420;64;1263;12;North Sea
064.7B;064.7A;17.2900;0.071000;2239.0560;1.227590;64;1263;12;North Sea
064.A1;064.73;7.1000;0.082000;2585.9520;0.582200;64;1252;12;North Sea
064.A20;064.A1;6.8200;0.096000;3027.4560;0.654720;64;1252;12;North Sea
064.A2Z;064.A20;18.6800;0.110000;3468.9600;2.054800;64;1252;12;North Sea
064.A31;064.A20;0.8000;0.055000;1734.4800;0.044000;64;1252;12;North Sea
064.A32;064.A31;0.0200;0.032000;1009.1520;0.000640;64;1252;12;North Sea
064.A3A;064.A32;0.0400;0.048000;1513.7280;0.001920;64;1252;12;North Sea
064.A3B;064.A3A;1.2500;0.075000;2365.2000;0.093750;64;1252;12;North Sea
064.A41;064.A32;1.3600;0.056000;1766.0160;0.076160;64;1252;12;North Sea
064.A42;064.A41;0.1300;0.049000;1545.2640;0.006370;64;1252;12;North Sea
064.A51;064.A42;0.0200;0.032000;1009.1520;0.000640;64;1252;12;North Sea
064.A52;064.A51;0.3900;0.050000;1576.8000;0.019500;64;1252;12;North Sea
064.A5A;064.A52;0.6400;0.055000;1734.4800;0.035200;64;1252;12;North Sea
064.A5B;064.A5A;4.6000;0.084000;2649.0240;0.386400;64;1252;12;North Sea
064.A61;064.A52;0.0100;0.063000;1986.7680;0.000630;64;1252;12;North Sea
064.A62;064.A61;3.1100;0.075000;2365.2000;0.233250;64;1252;12;North Sea
064.A7;064.A62;16.4200;0.076000;2396.7360;1.247920;64;1252;12;North Sea
064.A8;064.A7;14.3200;0.085000;2680.5600;1.217200;64;1252;12;North Sea
064.AA0;064.A8;1.1700;0.043000;1356.0480;0.050310;64;1252;12;North Sea
064.AAA0;064.AA0;0.3900;0.059000;1860.6240;0.023010;64;1252;12;North Sea
064.AAAA;064.AAA0;0.8200;0.064000;2018.3040;0.052480;64;1252;12;North Sea
064.AAAB;064.AAAA;5.7900;0.093000;2932.8480;0.538470;64;1252;12;North Sea
064.AAB;064.AAA0;1.7800;0.084000;2649.0240;0.149520;64;1252;12;North Sea
064.AAC;064.AAB;6.3100;0.096000;3027.4560;0.605760;64;1252;12;North Sea
064.AB0;064.AA0;6.5000;0.064000;2018.3040;0.416000;64;1252;12;North Sea
064.ABA0;064.AB0;0.1500;0.063000;1986.7680;0.009450;64;1252;12;North Sea
064.ABAA;064.ABA0;0.7700;0.070000;2207.5200;0.053900;64;1252;12;North Sea
064.ABAB;064.ABAA;4.6900;0.090000;2838.2400;0.422100;64;1252;12;North Sea
064.ABB0;064.ABA0;1.4200;0.070000;2207.5200;0.099400;64;1252;12;North Sea
064.ABBZ;064.ABB0;2.8200;0.094000;2964.3840;0.265080;64;1252;12;North Sea
064.ABC1;064.ABB0;0.1100;0.072000;2270.5920;0.007920;64;1252;12;North Sea
064.ABC2;064.ABC1;0.0200;0.079000;2491.3440;0.001580;64;1252;12;North Sea
064.ABC3;064.ABC2;2.4100;0.105000;3311.2800;0.253050;64;1252;12;North Sea
064.ABC4;064.ABC3;0.8200;0.088000;2775.1680;0.072160;64;1252;12;North Sea
064.AC0;064.AB0;0.3100;0.064000;2018.3040;0.019840;64;1252;12;North Sea
064.ACA;064.AC0;5.6500;0.070000;2207.5200;0.395500;64;1252;12;North Sea
064.ACB;064.ACA;5.7500;0.092000;2901.3120;0.529000;64;1252;12;North Sea
064.AD1;064.AC0;1.3800;0.068000;2144.4480;0.093840;64;1252;12;North Sea
064.AD2;064.AD1;2.2600;0.084000;2649.0240;0.189840;64;1252;12;North Sea
064.AD3;064.AD2;0.4900;0.094000;2964.3840;0.046060;64;1252;12;North Sea
064.AD4;064.AD3;4.2000;0.105000;3311.2800;0.441000;64;1252;12;North Sea
064.AE;064.AD4;5.0800;0.098000;3090.5280;0.497840;64;1252;12;North Sea
064.B1;064.A8;6.0800;0.045000;1419.1200;0.273600;64;1252;12;North Sea
064.B2;064.B1;15.7700;0.078000;2459.8080;1.230060;64;1252;12;North Sea
064.B3;064.B2;1.1900;0.049000;1545.2640;0.058310;64;1252;12;North Sea
064.B4;064.B3;6.4500;0.098000;3090.5280;0.632100;64;1252;12;North Sea
064.BA0;064.B4;6.0800;0.083000;2617.4880;0.504640;64;1252;12;North Sea
064.BAA;064.BA0;0.2000;0.057000;1797.5520;0.011400;64;1252;12;North Sea
064.BAB;064.BAA;3.8600;0.113000;3563.5680;0.436180;64;1252;12;North Sea
064.BB10;064.BA0;1.2000;0.079000;2491.3440;0.094800;64;1252;12;North Sea
064.BB1A;064.BB10;0.5500;0.081000;2554.4160;0.044550;64;1252;12;North Sea
064.BB1B;064.BB1A;6.8400;0.095000;2995.9200;0.649800;64;1252;12;North Sea
064.BB2;064.BB10;0.4400;0.060000;1892.1600;0.026400;64;1252;12;North Sea
064.BBA;064.BB2;0.9600;0.098000;3090.5280;0.094080;64;1252;12;North Sea
064.BBB;064.BBA;6.4300;0.129000;4068.1440;0.829470;64;1252;12;North Sea
064.BC1;064.BB2;0.2100;0.086000;2712.0960;0.018060;64;1252;12;North Sea
064.BC2;064.BC1;0.1700;0.090000;2838.2400;0.015300;64;1252;12;North Sea
064.BC3;064.BC2;0.5200;0.101000;3185.1360;0.052520;64;1252;12;North Sea
064.BC4;064.BC3;4.9700;0.130000;4099.6800;0.646100;64;1252;12;North Sea
064.BC5;064.BC4;1.6700;0.102000;3216.6720;0.170340;64;1252;12;North Sea
064.BC6;064.BC5;3.5000;0.125000;3942.0000;0.437500;64;1252;12;North Sea
064.BD;064.BC6;6.8900;0.119000;3752.7840;0.819910;64;1252;12;North Sea
064.C1;064.B4;3.0000;0.065000;2049.8400;0.195000;64;1252;12;North Sea
064.C20;064.C1;2.1300;0.060000;1892.1600;0.127800;64;1252;12;North Sea
064.C2A;064.C20;1.8100;0.081000;2554.4160;0.146610;64;1252;12;North Sea
064.C2B;064.C2A;3.1800;0.094000;2964.3840;0.298920;64;1252;12;North Sea
064.C31;064.C20;1.8300;0.073000;2302.1280;0.133590;64;1252;12;North Sea
064.C32;064.C31;0.6600;0.065000;2049.8400;0.042900;64;1252;12;North Sea
064.C3A1;064.C32;0.0600;0.058000;1829.0880;0.003480;64;1252;12;North Sea
064.C3A2;064.C3A1;0.1700;0.063000;1986.7680;0.010710;64;1252;12;North Sea
064.C3A3;064.C3A2;1.0200;0.090000;2838.2400;0.091800;64;1252;12;North Sea
064.C3A4;064.C3A3;0.6300;0.080000;2522.8800;0.050400;64;1252;12;North Sea
064.C3B;064.C3A4;4.3500;0.100000;3153.6000;0.435000;64;1252;12;North Sea
064.C41;064.C32;2.6400;0.074000;2333.6640;0.195360;64;1252;12;North Sea
064.C42;064.C41;0.0700;0.059000;1860.6240;0.004130;64;1252;12;North Sea
064.C4A0;064.C42;0.5000;0.077000;2428.2720;0.038500;64;1252;12;North Sea
064.C4AA;064.C4A0;0.0500;0.076000;2396.7360;0.003800;64;1252;12;North Sea
064.C4AB;064.C4AA;1.6500;0.100000;3153.6000;0.165000;64;1252;12;North Sea
064.C4B1;064.C4A0;0.0400;0.087000;2743.6320;0.003480;64;1252;12;North Sea
064.C4B2;064.C4B1;0.0300;0.095000;2995.9200;0.002850;64;1252;12;North Sea
064.C4B31;064.C4B2;0.0900;0.078000;2459.8080;0.007020;64;1252;12;North Sea
064.C4B32;064.C4B31;2.2700;0.097000;3058.9920;0.220190;64;1252;12;North Sea
064.C4B41;064.C4B32;0.1200;0.079000;2491.3440;0.009480;64;1252;12;North Sea
064.C4B42;064.C4B41;0.9600;0.101000;3185.1360;0.096960;64;1252;12;North Sea
064.C4B5;064.C4B42;1.1400;0.105000;3311.2800;0.119700;64;1252;12;North Sea
064.C4B60;064.C4B5;1.8400;0.103000;3248.2080;0.189520;64;1252;12;North Sea
064.C4B6A;064.C4B60;0.1300;0.100000;3153.6000;0.013000;64;1252;12;North Sea
064.C4B6B;064.C4B6A;2.0100;0.108000;3405.8880;0.217080;64;1252;12;North Sea
064.C4B71;064.C4B60;0.0500;0.108000;3405.8880;0.005400;64;1252;12;North Sea
064.C4B72;064.C4B71;0.9500;0.112000;3532.0320;0.106400;64;1252;12;North Sea
064.C4B81;064.C4B72;0.0900;0.106000;3342.8160;0.009540;64;1252;12;North Sea
064.C4B82;064.C4B81;2.5600;0.113000;3563.5680;0.289280;64;1252;12;North Sea
064.C50;064.C42;3.4100;0.071000;2239.0560;0.242110;64;1252;12;North Sea
064.C5A;064.C50;0.5600;0.071000;2239.0560;0.039760;64;1252;12;North Sea
064.C5B;064.C5A;5.5500;0.092000;2901.3120;0.510600;64;1252;12;North Sea
064.C5C;064.C5B;3.9200;0.103000;3248.2080;0.403760;64;1252;12;North Sea
064.C60;064.C50;2.6400;0.072000;2270.5920;0.190080;64;1252;12;North Sea
064.C6A;064.C60;0.9600;0.081000;2554.4160;0.077760;64;1252;12;North Sea
